ID,Câu hỏi,Đáp án A,Đáp án B,Đáp án C,Đáp án D,Đáp án đúng,Giải thích,Ví dụ
Q11,Từ 'くちびる' có nghĩa là gì?,Đôi môi,Sợi dây,Vui vẻ,"Bị gãy, bị đứt",A,"A. Đôi môi (くちびる), B. Sợi dây (ひも), C. Vui vẻ (うれしい), D. Bị gãy, bị đứt (切れる (きれる))",くちびるが赤いです。(Đôi môi màu đỏ.)
Q12,Từ '取れる' có nghĩa là gì?,"Hơn, nữa",Tòa thị chính,Bung (cúc/khuy),Trứng ốp la,C,"A. Hơn, nữa (もっと), B. Tòa thị chính (市役所 (しやくしょ)), C. Bung (cúc/khuy) (取れる (とれる)), D. Trứng ốp la (目玉焼き (めだまやき))",シャツのボタンが取れました。(Cúc áo sơ mi bị bung rồi.)
Q13,Từ '冷房' có nghĩa là gì?,Vui vẻ,Mãi mà (không) ~,Chế độ lạnh của điều hòa,Thêm một chút,C,"A. Vui vẻ (うれしい), B. Mãi mà (không) ~ (なかなか), C. Chế độ lạnh của điều hòa (冷房 (れいぼう)), D. Thêm một chút (もう少しで (もうすこしで))",冷房をつけてください。(Hãy bật chế độ làm lạnh.)
Q14,Từ '締め切り' có nghĩa là gì?,Làm ấm,Điều hòa,Hạn chót,"Bị gãy, bị đứt",C,"A. Làm ấm (温める (あたためる)), B. Điều hòa (エアコン), C. Hạn chót (締め切り (しめきり)), D. Bị gãy, bị đứt (切れる (きれる))",レポートの締め切りは明日です。(Hạn chót của bài báo cáo là ngày mai.)
Q15,Từ '王様' có nghĩa là gì?,"Bếp, phòng bếp","Lại gần, tiếp cận",Bồn tắm,Nhà vua,D,"A. Bếp, phòng bếp (台所 (だいどころ)), B. Lại gần, tiếp cận (近づきます (ちかづきます)), C. Bồn tắm (お風呂 (おふろ)), D. Nhà vua (王様 (おうさま))",王様がお城にいます。(Có nhà vua ở trong lâu đài.)
Q16,Từ '飼い主' có nghĩa là gì?,Chủ nuôi,Vé,Đổi,"Màu trắng, trắng",A,"A. Chủ nuôi (飼い主 (かいぬし)), B. Vé (切符 (きっぷ)), C. Đổi (換える (かえる)), D. Màu trắng, trắng (白い (しろい))",犬の飼い主を探しています。(Đang tìm chủ nuôi của chú chó.)
Q17,Từ '優しい' có nghĩa là gì?,"Tử tế, tốt bụng","Nhầm ~, sai",Con tem,"(Điện, đèn...) tắt",A,"A. Tử tế, tốt bụng (優しい (やさしい)), B. Nhầm ~, sai (間違える (まちがえる)), C. Con tem (切手 (きって)), D. (Điện, đèn...) tắt (消える (きえる))",彼女はとても優しい人です。(Cô ấy là người rất tử tế.)
Q18,Từ 'お風呂' có nghĩa là gì?,Sữa bò,"Ghi bàn, ghi điểm","Nơi, chỗ",Bồn tắm,D,"A. Sữa bò (牛乳 (ぎゅうにゅう)), B. Ghi bàn, ghi điểm (ゴール), C. Nơi, chỗ (所 (ところ)), D. Bồn tắm (お風呂 (おふろ))",毎日お風呂に入ります。(Mỗi ngày đều tắm bồn.)
Q19,Từ 'ひも' có nghĩa là gì?,Nhân vật chính,Vé,Sợi dây,"Mạnh, mạnh mẽ",C,"A. Nhân vật chính (主人公 (しゅじんこう)), B. Vé (切符 (きっぷ)), C. Sợi dây (ひも), D. Mạnh, mạnh mẽ (強い (つよい))",靴のひもを結びます。(Buộc dây giày.)
Q20,Từ '近づきます' có nghĩa là gì?,Ngoại ngữ,"Bị gãy, bị đứt",Dày,"Lại gần, tiếp cận",D,"A. Ngoại ngữ (外国語 (がいこくご)), B. Bị gãy, bị đứt (切れる (きれる)), C. Dày (厚い (あつい)), D. Lại gần, tiếp cận (近づきます (ちかづきます))",電車が駅に近づきます。(Tàu điện đang tiến lại gần ga.)
Q21,Từ 'ご主人' có nghĩa là gì?,Kính ngữ,"Tử tế, tốt bụng","Gần, sát",Chồng (người khác),D,"A. Kính ngữ (敬語 (けいご)), B. Tử tế, tốt bụng (優しい (やさしい)), C. Gần, sát (近い (ちかい)), D. Chồng (người khác) (ご主人 (ごしゅじん))",ご主人はお元気ですか。(Chồng của chị có khỏe không?)
Q22,Từ '住みます' có nghĩa là gì?,Chồng (người khác),"Bếp, phòng bếp","Sống, sinh sống","Bẻ, gập",C,"A. Chồng (người khác) (ご主人 (ごしゅじん)), B. Bếp, phòng bếp (台所 (だいどころ)), C. Sống, sinh sống (住みます (すみます)), D. Bẻ, gập (折る (おる))",私は東京に住んでいます。(Tôi đang sống ở Tokyo.)
Q23,Từ '敬語' có nghĩa là gì?,Cắt ~,Gãy,"Bẻ, gập",Kính ngữ,D,"A. Cắt ~ (切る (きる)), B. Gãy (折れる (おれる)), C. Bẻ, gập (折る (おる)), D. Kính ngữ (敬語 (けいご))",先生に敬語を使います。(Dùng kính ngữ với giáo viên.)
Q24,Từ '塗る' có nghĩa là gì?,Tòa thị chính,"Bôi (thuốc), quét (sơn)",Địa chỉ,"Sống, sinh sống",B,"A. Tòa thị chính (市役所 (しやくしょ)), B. Bôi (thuốc), quét (sơn) (塗る (ぬる)), C. Địa chỉ (住所 (じゅうしょ)), D. Sống, sinh sống (住みます (すみます))",パンにバターを塗ります。(Phết bơ lên bánh mì.)
Q25,Từ '砂糖' có nghĩa là gì?,Tiền mừng tuổi,Trứng ốp la,Ngoại ngữ,"Đường, đường ăn",D,"A. Tiền mừng tuổi (お年玉 (おとしだま)), B. Trứng ốp la (目玉焼き (めだまやき)), C. Ngoại ngữ (外国語 (がいこくご)), D. Đường, đường ăn (砂糖 (さとう))",コーヒーに砂糖を入れます。(Cho đường vào cà phê.)
Q26,Từ '真面目' có nghĩa là gì?,"Mạnh, mạnh mẽ",Bung (cúc/khuy),"Nghiêm túc, chăm chỉ",Địa chỉ,C,"A. Mạnh, mạnh mẽ (強い (つよい)), B. Bung (cúc/khuy) (取れる (とれる)), C. Nghiêm túc, chăm chỉ (真面目 (まじめ)), D. Địa chỉ (住所 (じゅうしょ))",彼は真面目な学生です。(Cậu ấy là một học sinh chăm chỉ.)
Q27,Từ '消える' có nghĩa là gì?,Tiền mừng tuổi,Nhân vật chính,"(Điện, đèn...) tắt",Bức tường,C,"A. Tiền mừng tuổi (お年玉 (おとしだま)), B. Nhân vật chính (主人公 (しゅじんこう)), C. (Điện, đèn...) tắt (消える (きえる)), D. Bức tường (壁 (かべ))",部屋の電気が消えました。(Điện trong phòng đã tắt.)
Q28,Từ '切ります' có nghĩa là gì?,Nước ngoài,Điện,"Khuy, cúc","Cắt, cứa; ngắt (nguồn điện)",D,"A. Nước ngoài (外国 (がいこく)), B. Điện (電気 (でんき)), C. Khuy, cúc (ボタン), D. Cắt, cứa; ngắt (nguồn điện) (切ります (きります))",ナイフで肉を切ります。(Cắt thịt bằng dao.)
Q29,Từ '所' có nghĩa là gì?,"Nơi, chỗ",Điều hòa,Con tem,"Cắt, cứa; ngắt (nguồn điện)",A,"A. Nơi, chỗ (所 (ところ)), B. Điều hòa (エアコン), C. Con tem (切手 (きって)), D. Cắt, cứa; ngắt (nguồn điện) (切ります (きります))",静かな所に住みたいです。(Tôi muốn sống ở một nơi yên tĩnh.)
Q30,Từ '近所' có nghĩa là gì?,"Khu vực, vùng","Bôi (thuốc), quét (sơn)","Ầm ĩ, ồn ào","Hàng xóm, khu lân cận",D,"A. Khu vực, vùng (辺 (へん)), B. Bôi (thuốc), quét (sơn) (塗る (ぬる)), C. Ầm ĩ, ồn ào (うるさい), D. Hàng xóm, khu lân cận (近所 (きんじょ))",近所の人に挨拶します。(Chào hỏi người hàng xóm.)
Q31,Từ '主人公' có nghĩa là gì?,Nhân vật chính,Chúc mừng (về ~),Quan trọng,Bảng đen,A,"A. Nhân vật chính (主人公 (しゅじんこう)), B. Chúc mừng (về ~) (おめでとう), C. Quan trọng (大切 (たいせつ)), D. Bảng đen (黒板 (こくばん))",この小説の主人公は医者です。(Nhân vật chính của tiểu thuyết này là bác sĩ.)
Q32,Từ '温度' có nghĩa là gì?,Sợi dây,Nhiệt độ,Đất nước,Mãi mà (không) ~,B,"A. Sợi dây (ひも), B. Nhiệt độ (温度 (おんど)), C. Đất nước (国 (くに)), D. Mãi mà (không) ~ (なかなか)",部屋の温度を下げます。(Giảm nhiệt độ phòng.)
Q33,Từ '切る' có nghĩa là gì?,Vé,"Thân thiện, tử tế",So với ~,Cắt ~,D,"A. Vé (切符 (きっぷ)), B. Thân thiện, tử tế (親切 (しんせつ)), C. So với ~ (比べて (くらべて)), D. Cắt ~ (切る (きる))",はさみで紙を切ります。(Cắt giấy bằng kéo.)
Q34,Từ 'ゴール' có nghĩa là gì?,"Mỏng, nhạt","Ghi bàn, ghi điểm","Hơn, nữa",So với ~,B,"A. Mỏng, nhạt (薄い (うすい)), B. Ghi bàn, ghi điểm (ゴール), C. Hơn, nữa (もっと), D. So với ~ (比べて (くらべて))",試合でゴールしました。(Đã ghi bàn trong trận đấu.)
Q35,Từ 'エアコン' có nghĩa là gì?,Vui vẻ,"Cảm xúc, tâm trạng","Bẻ, gập",Điều hòa,D,"A. Vui vẻ (うれしい), B. Cảm xúc, tâm trạng (気持ち (きもち)), C. Bẻ, gập (折る (おる)), D. Điều hòa (エアコン)",エアコンを消します。(Tắt điều hòa.)
Q36,Từ '切符' có nghĩa là gì?,"Nơi, chỗ",Đôi môi,Bảng đen,Vé,D,"A. Nơi, chỗ (所 (ところ)), B. Đôi môi (くちびる), C. Bảng đen (黒板 (こくばん)), D. Vé (切符 (きっぷ))",駅で切符を買います。(Mua vé ở nhà ga.)
Q37,Từ '黒板' có nghĩa là gì?,Bảng đen,Buồn bã,Chúc mừng (về ~),Vui vẻ,A,"A. Bảng đen (黒板 (こくばん)), B. Buồn bã (悲しい (かなしい)), C. Chúc mừng (về ~) (おめでとう), D. Vui vẻ (うれしい)",黒板に字を書きます。(Viết chữ lên bảng đen.)
Q38,Từ '台所' có nghĩa là gì?,"Bếp, phòng bếp",Ngoại ngữ,"Bôi (thuốc), quét (sơn)",Đôi môi,A,"A. Bếp, phòng bếp (台所 (だいどころ)), B. Ngoại ngữ (外国語 (がいこくご)), C. Bôi (thuốc), quét (sơn) (塗る (ぬる)), D. Đôi môi (くちびる)",台所で料理を作ります。(Nấu ăn trong phòng bếp.)
Q39,Từ '最近' có nghĩa là gì?,"(Điện, đèn...) tắt",Quan trọng,"Gần đây, dạo này",Nước ngoài,C,"A. (Điện, đèn...) tắt (消える (きえる)), B. Quan trọng (大切 (たいせつ)), C. Gần đây, dạo này (最近 (さいきん)), D. Nước ngoài (外国 (がいこく))",最近、とても忙しいです。(Dạo này tôi rất bận.)
Q40,Từ 'うるさい' có nghĩa là gì?,Tóc mái,"Ầm ĩ, ồn ào",Làm lạnh,Địa chỉ,B,"A. Tóc mái (前髪 (まえがみ)), B. Ầm ĩ, ồn ào (うるさい), C. Làm lạnh (冷やす (ひやす)), D. Địa chỉ (住所 (じゅうしょ))",工事の音がうるさいです。(Tiếng công trường thật ồn ào.)
Q41,Từ '折る' có nghĩa là gì?,"Ầm ĩ, ồn ào","Bẻ, gập","Màu trắng, trắng","Mạnh, mạnh mẽ",B,"A. Ầm ĩ, ồn ào (うるさい), B. Bẻ, gập (折る (おる)), C. Màu trắng, trắng (白い (しろい)), D. Mạnh, mạnh mẽ (強い (つよい))",紙を半分に折ります。(Gập đôi tờ giấy.)
Q42,Từ '暗い' có nghĩa là gì?,"Thân thiện, tử tế",Tóc mái,"Hơn, nữa","Tối, u ám",D,"A. Thân thiện, tử tế (親切 (しんせつ)), B. Tóc mái (前髪 (まえがみ)), C. Hơn, nữa (もっと), D. Tối, u ám (暗い (くらい))",外はもう暗いです。(Bên ngoài đã tối rồi.)
Q43,Từ '折れる' có nghĩa là gì?,Bung (cúc/khuy),"Yếu, yếu đuối",Gãy,Cắt ~,C,"A. Bung (cúc/khuy) (取れる (とれる)), B. Yếu, yếu đuối (弱い (よわい)), C. Gãy (折れる (おれる)), D. Cắt ~ (切る (きる))",木の枝が折れました。(Cành cây bị gãy.)
Q44,Từ '厚い' có nghĩa là gì?,Đổi,Dày,Sợi dây,Tiền mừng tuổi,B,"A. Đổi (換える (かえる)), B. Dày (厚い (あつい)), C. Sợi dây (ひも), D. Tiền mừng tuổi (お年玉 (おとしだま))",厚い本を読みます。(Đọc một cuốn sách dày.)
Q45,Từ '目玉焼き' có nghĩa là gì?,Trứng ốp la,Đổi,Tòa thị chính,"Chia, phân loại",A,"A. Trứng ốp la (目玉焼き (めだまやき)), B. Đổi (換える (かえる)), C. Tòa thị chính (市役所 (しやくしょ)), D. Chia, phân loại (分ける (わける))",朝ごはんに目玉焼きを食べます。(Ăn trứng ốp la vào bữa sáng.)
Q46,Từ '電気' có nghĩa là gì?,Điện,"Nhầm ~, sai","Màu trắng, trắng","Bếp, phòng bếp",A,"A. Điện (電気 (でんき)), B. Nhầm ~, sai (間違える (まちがえる)), C. Màu trắng, trắng (白い (しろい)), D. Bếp, phòng bếp (台所 (だいどころ))",電気をつけてください。(Hãy bật điện lên.)
Q47,Từ '近い' có nghĩa là gì?,Quan trọng,"Gần, sát","Nghiêm túc, chăm chỉ",Chúc mừng (về ~),B,"A. Quan trọng (大切 (たいせつ)), B. Gần, sát (近い (ちかい)), C. Nghiêm túc, chăm chỉ (真面目 (まじめ)), D. Chúc mừng (về ~) (おめでとう)",駅から家まで近いです。(Từ nhà đến ga rất gần.)
Q48,Từ '分ける' có nghĩa là gì?,Nhiệt độ,Nhà vua,"Chia, phân loại",So với ~,C,"A. Nhiệt độ (温度 (おんど)), B. Nhà vua (王様 (おうさま)), C. Chia, phân loại (分ける (わける)), D. So với ~ (比べて (くらべて))",ケーキを２つに分けます。(Chia chiếc bánh thành 2 phần.)
Q49,Từ 'お年玉' có nghĩa là gì?,Tiền mừng tuổi,"Yếu, yếu đuối","Nhầm ~, sai",Sợi dây,A,"A. Tiền mừng tuổi (お年玉 (おとしだま)), B. Yếu, yếu đuối (弱い (よわい)), C. Nhầm ~, sai (間違える (まちがえる)), D. Sợi dây (ひも)",お正月にお年玉をもらいます。(Nhận tiền mừng tuổi vào dịp Tết.)
Q50,Từ '国' có nghĩa là gì?,Ổ cắm,Đất nước,"Gần đây, dạo này",Tòa thị chính,B,"A. Ổ cắm (コンセント), B. Đất nước (国 (くに)), C. Gần đây, dạo này (最近 (さいきん)), D. Tòa thị chính (市役所 (しやくしょ))",自分の国に帰ります。(Tôi sẽ về nước của mình.)
Q51,Từ nào sau đây có nghĩa là 'Sợi dây'?,ひも,辺,比べて,おめでとう,A,"A. ひも (Sợi dây), B. 辺 (へん - Khu vực, vùng), C. 比べて (くらべて - So với ~), D. おめでとう (Chúc mừng (về ~))",靴のひもを結びます。(Buộc dây giày.)
Q52,Từ nào sau đây có nghĩa là 'Địa chỉ'?,大切,住所,強い,〜度,B,"A. 大切 (たいせつ - Quan trọng), B. 住所 (じゅうしょ - Địa chỉ), C. 強い (つよい - Mạnh, mạnh mẽ), D. 〜度 (〜ど - Độ C)",ここに住所を書いてください。(Hãy viết địa chỉ vào đây.)
Q53,Từ nào sau đây có nghĩa là 'Làm ấm'?,王様,温める,くちびる,折れる,B,"A. 王様 (おうさま - Nhà vua), B. 温める (あたためる - Làm ấm), C. くちびる (Đôi môi), D. 折れる (おれる - Gãy)",スープを温めます。(Làm ấm súp.)
Q54,"Từ nào sau đây có nghĩa là 'Hơn, nữa'?",壁,もっと,外国,うるさい,B,"A. 壁 (かべ - Bức tường), B. もっと (Hơn, nữa), C. 外国 (がいこく - Nước ngoài), D. うるさい (Ầm ĩ, ồn ào)",もっと勉強してください。(Hãy học nhiều hơn nữa.)
Q55,Từ nào sau đây có nghĩa là 'Đất nước'?,近づきます,エアコン,国,敬語,C,"A. 近づきます (ちかづきます - Lại gần, tiếp cận), B. エアコン (Điều hòa), C. 国 (くに - Đất nước), D. 敬語 (けいご - Kính ngữ)",自分の国に帰ります。(Tôi sẽ về nước của mình.)
Q56,Từ nào sau đây có nghĩa là 'Đất nước'?,国際,国,温度,真面目,B,"A. 国際 (こくさい - Quốc tế), B. 国 (くに - Đất nước), C. 温度 (おんど - Nhiệt độ), D. 真面目 (まじめ - Nghiêm túc, chăm chỉ)",自分の国に帰ります。(Tôi sẽ về nước của mình.)
Q57,Từ nào sau đây có nghĩa là 'Mãi mà (không) ~'?,チラシ,弱い,なかなか,前髪,C,"A. チラシ (Tờ rơi), B. 弱い (よわい - Yếu, yếu đuối), C. なかなか (Mãi mà (không) ~), D. 前髪 (まえがみ - Tóc mái)",バスがなかなか来ません。(Xe bus mãi mà không đến.)
Q58,Từ nào sau đây có nghĩa là 'Ngoại ngữ'?,換える,牛乳,外国語,壁,C,"A. 換える (かえる - Đổi), B. 牛乳 (ぎゅうにゅう - Sữa bò), C. 外国語 (がいこくご - Ngoại ngữ), D. 壁 (かべ - Bức tường)",外国語を勉強するのは楽しいです。(Việc học ngoại ngữ rất vui.)
Q59,Từ nào sau đây có nghĩa là 'Tờ rơi'?,チラシ,壁,近い,優しい,A,"A. チラシ (Tờ rơi), B. 壁 (かべ - Bức tường), C. 近い (ちかい - Gần, sát), D. 優しい (やさしい - Tử tế, tốt bụng)",駅でチラシをもらいました。(Nhận được tờ rơi ở nhà ga.)
Q60,Từ nào sau đây có nghĩa là 'Tòa thị chính'?,市役所,外国語,大切,黒板,A,"A. 市役所 (しやくしょ - Tòa thị chính), B. 外国語 (がいこくご - Ngoại ngữ), C. 大切 (たいせつ - Quan trọng), D. 黒板 (こくばん - Bảng đen)",市役所で手続きをします。(Làm thủ tục ở tòa thị chính.)
Q61,Từ nào sau đây có nghĩa là 'Chủ nuôi'?,砂,牛乳,切る,飼い主,D,"A. 砂 (すな - Cát), B. 牛乳 (ぎゅうにゅう - Sữa bò), C. 切る (きる - Cắt ~), D. 飼い主 (かいぬし - Chủ nuôi)",犬の飼い主を探しています。(Đang tìm chủ nuôi của chú chó.)
Q62,"Từ nào sau đây có nghĩa là 'Đường, đường ăn'?",壁,コンセント,砂糖,黒板,C,"A. 壁 (かべ - Bức tường), B. コンセント (Ổ cắm), C. 砂糖 (さとう - Đường, đường ăn), D. 黒板 (こくばん - Bảng đen)",コーヒーに砂糖を入れます。(Cho đường vào cà phê.)
Q63,Từ nào sau đây có nghĩa là 'Thêm một chút'?,切れる,うるさい,もう少しで,ご主人,C,"A. 切れる (きれる - Bị gãy, bị đứt), B. うるさい (Ầm ĩ, ồn ào), C. もう少しで (もうすこしで - Thêm một chút), D. ご主人 (ごしゅじん - Chồng (người khác))",もう少しで終わります。(Chỉ thêm một chút nữa là xong.)
Q64,Từ nào sau đây có nghĩa là 'Hạnh phúc'?,最近,辺,幸せ,折れる,C,"A. 最近 (さいきん - Gần đây, dạo này), B. 辺 (へん - Khu vực, vùng), C. 幸せ (しあわせ - Hạnh phúc), D. 折れる (おれる - Gãy)",家族と一緒にいて幸せです。(Tôi hạnh phúc khi ở cùng gia đình.)
Q65,"Từ nào sau đây có nghĩa là 'Bị gãy, bị đứt'?",エアコン,温度,切れる,厚い,C,"A. エアコン (Điều hòa), B. 温度 (おんど - Nhiệt độ), C. 切れる (きれる - Bị gãy, bị đứt), D. 厚い (あつい - Dày)",ひもが切れました。(Sợi dây bị đứt rồi.)
Q66,Từ nào sau đây có nghĩa là 'Nhiệt độ'?,近所,温度,辺,気持ち,B,"A. 近所 (きんじょ - Hàng xóm, khu lân cận), B. 温度 (おんど - Nhiệt độ), C. 辺 (へん - Khu vực, vùng), D. 気持ち (きもち - Cảm xúc, tâm trạng)",部屋の温度を下げます。(Giảm nhiệt độ phòng.)
Q67,Từ nào sau đây có nghĩa là 'Đổi'?,切ります,優しい,大切,換える,D,"A. 切ります (きります - Cắt, cứa; ngắt (nguồn điện)), B. 優しい (やさしい - Tử tế, tốt bụng), C. 大切 (たいせつ - Quan trọng), D. 換える (かえる - Đổi)",電池を新しいものに換えます。(Đổi sang cục pin mới.)
Q68,Từ nào sau đây có nghĩa là 'Đổi'?,強い,コンセント,換える,外国,C,"A. 強い (つよい - Mạnh, mạnh mẽ), B. コンセント (Ổ cắm), C. 換える (かえる - Đổi), D. 外国 (がいこく - Nước ngoài)",電池を新しいものに換えます。(Đổi sang cục pin mới.)
Q69,Từ nào sau đây có nghĩa là 'Trứng ốp la'?,目玉焼き,外国語,切手,厚い,A,"A. 目玉焼き (めだまやき - Trứng ốp la), B. 外国語 (がいこくご - Ngoại ngữ), C. 切手 (きって - Con tem), D. 厚い (あつい - Dày)",朝ごはんに目玉焼きを食べます。(Ăn trứng ốp la vào bữa sáng.)
Q70,Từ nào sau đây có nghĩa là 'Quốc tế'?,悲しい,真面目,住所,国際,D,"A. 悲しい (かなしい - Buồn bã), B. 真面目 (まじめ - Nghiêm túc, chăm chỉ), C. 住所 (じゅうしょ - Địa chỉ), D. 国際 (こくさい - Quốc tế)",国際会議に出席します。(Tham dự hội nghị quốc tế.)
Q71,Từ nào sau đây có nghĩa là 'Chủ nuôi'?,外国,大切,飼い主,国際,C,"A. 外国 (がいこく - Nước ngoài), B. 大切 (たいせつ - Quan trọng), C. 飼い主 (かいぬし - Chủ nuôi), D. 国際 (こくさい - Quốc tế)",犬の飼い主を探しています。(Đang tìm chủ nuôi của chú chó.)
Q72,Từ nào sau đây có nghĩa là 'Buồn bã'?,気持ち,くちびる,悲しい,近い,C,"A. 気持ち (きもち - Cảm xúc, tâm trạng), B. くちびる (Đôi môi), C. 悲しい (かなしい - Buồn bã), D. 近い (ちかい - Gần, sát)",ペットが死んで悲しいです。(Tôi buồn vì thú cưng qua đời.)
Q73,Từ nào sau đây có nghĩa là 'Sữa bò'?,所,弱い,牛乳,前髪,C,"A. 所 (ところ - Nơi, chỗ), B. 弱い (よわい - Yếu, yếu đuối), C. 牛乳 (ぎゅうにゅう - Sữa bò), D. 前髪 (まえがみ - Tóc mái)",毎朝牛乳を飲みます。(Mỗi sáng tôi đều uống sữa bò.)
Q74,Từ nào sau đây có nghĩa là 'Vé'?,温度,砂,塗る,切符,D,"A. 温度 (おんど - Nhiệt độ), B. 砂 (すな - Cát), C. 塗る (ぬる - Bôi (thuốc), quét (sơn)), D. 切符 (きっぷ - Vé)",駅で切符を買います。(Mua vé ở nhà ga.)
Q75,"Từ nào sau đây có nghĩa là 'Cắt, cứa; ngắt (nguồn điện)'?",もう少しで,切ります,壁,台所,B,"A. もう少しで (もうすこしで - Thêm một chút), B. 切ります (きります - Cắt, cứa; ngắt (nguồn điện)), C. 壁 (かべ - Bức tường), D. 台所 (だいどころ - Bếp, phòng bếp)",ナイフで肉を切ります。(Cắt thịt bằng dao.)
Q76,"Từ nào sau đây có nghĩa là 'Mạnh, mạnh mẽ'?",折る,強い,真面目,コンセント,B,"A. 折る (おる - Bẻ, gập), B. 強い (つよい - Mạnh, mạnh mẽ), C. 真面目 (まじめ - Nghiêm túc, chăm chỉ), D. コンセント (Ổ cắm)",今日は風が強いです。(Hôm nay gió mạnh.)
Q77,"Từ nào sau đây có nghĩa là 'Gần, sát'?",切る,近い,お年玉,主人公,B,"A. 切る (きる - Cắt ~), B. 近い (ちかい - Gần, sát), C. お年玉 (おとしだま - Tiền mừng tuổi), D. 主人公 (しゅじんこう - Nhân vật chính)",駅から家まで近いです。(Từ nhà đến ga rất gần.)
Q78,Từ nào sau đây có nghĩa là 'Điều hòa'?,くちびる,ゴール,エアコン,所,C,"A. くちびる (Đôi môi), B. ゴール (Ghi bàn, ghi điểm), C. エアコン (Điều hòa), D. 所 (ところ - Nơi, chỗ)",エアコンを消します。(Tắt điều hòa.)
Q79,Từ nào sau đây có nghĩa là 'Ấm'?,市役所,住みます,お風呂,暖かい,D,"A. 市役所 (しやくしょ - Tòa thị chính), B. 住みます (すみます - Sống, sinh sống), C. お風呂 (おふろ - Bồn tắm), D. 暖かい (あたたかい - Ấm)",今日は暖かいですね。(Hôm nay ấm áp nhỉ.)
Q80,Từ nào sau đây có nghĩa là 'Bảng đen'?,くちびる,黒板,飼い主,近所,B,"A. くちびる (Đôi môi), B. 黒板 (こくばん - Bảng đen), C. 飼い主 (かいぬし - Chủ nuôi), D. 近所 (きんじょ - Hàng xóm, khu lân cận)",黒板に字を書きます。(Viết chữ lên bảng đen.)
