ID,Câu hỏi,Đáp án A,Đáp án B,Đáp án C,Đáp án D,Đáp án đúng,Giải thích,Ví dụ
20,Cách đọc của chữ 「船」 là gì?,つかいます,たいしかん,けんきゅうしゃ,ふね,D,"A: つかいます (Sử dụng) | B: たいしかん (Đại sứ quán) | C: けんきゅうしゃ (Nhà nghiên cứu) | D: ふね (Con thuyền, tàu). => Đáp án đúng là D vì chữ 「船」 đọc là 'ふね'.",
21,Từ 「けんきゅう」 được viết bằng chữ Kanji nào?,丸,止みます,研究,化粧品,C,"A: 丸 (まる - Hình tròn) | B: 止みます (やみます - Ngừng, dừng lại, tạnh (mưa)) | C: 研究 (けんきゅう - Nghiên cứu) | D: 化粧品 (けしょうひん - Mỹ phẩm). => Đáp án đúng là C vì từ 'けんきゅう' được viết là 「研究」.",
22,Cách đọc của chữ 「歩きます」 là gì?,あんしょうばんごう,けんきゅうしゃ,でんわばんごう,あるきます,D,A: あんしょうばんごう (Mật khẩu) | B: けんきゅうしゃ (Nhà nghiên cứu) | C: でんわばんごう (Số điện thoại) | D: あるきます (Đi bộ). => Đáp án đúng là D vì chữ 「歩きます」 đọc là 'あるきます'.,
23,Từ 「けんきゅうしゃ」 được viết bằng chữ Kanji nào?,歴史,調味料,研究者,興味,C,A: 歴史 (れきし - Lịch sử) | B: 調味料 (ちょうみりょう - Gia vị) | C: 研究者 (けんきゅうしゃ - Nhà nghiên cứu) | D: 興味 (きょうみ - Hứng thú). => Đáp án đúng là C vì từ 'けんきゅうしゃ' được viết là 「研究者」.,
24,Từ nào dưới đây có nghĩa là: 「Nhà nghiên cứu」?,散歩します,使います,商品,研究者,D,"A: 散歩します (さんぽします - Đi dạo, tản bộ) | B: 使います (つかいます - Sử dụng) | C: 商品 (しょうひん - Sản phẩm) | D: 研究者 (けんきゅうしゃ - Nhà nghiên cứu). => Đáp án đúng là D vì 'Nhà nghiên cứu' tiếng Nhật là 「研究者」.",
25,Từ 「たいしかん」 được viết bằng chữ Kanji nào?,船,研究,止みます,大使館,D,"A: 船 (ふね - Con thuyền, tàu) | B: 研究 (けんきゅう - Nghiên cứu) | C: 止みます (やみます - Ngừng, dừng lại, tạnh (mưa)) | D: 大使館 (たいしかん - Đại sứ quán). => Đáp án đúng là D vì từ 'たいしかん' được viết là 「大使館」.",
26,Từ nào dưới đây có nghĩa là: 「Sử dụng」?,止まります,使用します,電話番号,中止,B,"A: 止まります (とまります - (xe) Dừng, đỗ) | B: 使用します (しようします - Sử dụng) | C: 電話番号 (でんわばんごう - Số điện thoại) | D: 中止 (ちゅうし - Hủy bỏ, ngừng (giữa chừng)). => Đáp án đúng là B vì 'Sử dụng' tiếng Nhật là 「使用します」.",
27,Cách đọc của chữ 「使用します」 là gì?,れきし,とまります,きょうみ,しようします,D,"A: れきし (Lịch sử) | B: とまります ((xe) Dừng, đỗ) | C: きょうみ (Hứng thú) | D: しようします (Sử dụng). => Đáp án đúng là D vì chữ 「使用します」 đọc là 'しようします'.",
28,Cách đọc của chữ 「中止」 là gì?,ちゅうし,けんきゅう,ちょうみりょう,けんきゅうしゃ,A,"A: ちゅうし (Hủy bỏ, ngừng (giữa chừng)) | B: けんきゅう (Nghiên cứu) | C: ちょうみりょう (Gia vị) | D: けんきゅうしゃ (Nhà nghiên cứu). => Đáp án đúng là A vì chữ 「中止」 đọc là 'ちゅうし'.",
29,Cách đọc của chữ 「研究者」 là gì?,たに,けんきゅうしゃ,とまります,ふね,B,"A: たに (Thung lũng) | B: けんきゅうしゃ (Nhà nghiên cứu) | C: とまります ((xe) Dừng, đỗ) | D: ふね (Con thuyền, tàu). => Đáp án đúng là B vì chữ 「研究者」 đọc là 'けんきゅうしゃ'.",
30,Từ nào dưới đây có nghĩa là: 「Sử dụng」?,大使館,使います,止まります,信号,B,"A: 大使館 (たいしかん - Đại sứ quán) | B: 使います (つかいます - Sử dụng) | C: 止まります (とまります - (xe) Dừng, đỗ) | D: 信号 (しんごう - Tín hiệu, đèn giao thông). => Đáp án đúng là B vì 'Sử dụng' tiếng Nhật là 「使います」.",
31,Từ 「さんぽします」 được viết bằng chữ Kanji nào?,谷,味,散歩します,電話番号,C,"A: 谷 (たに - Thung lũng) | B: 味 (あじ - Mùi vị) | C: 散歩します (さんぽします - Đi dạo, tản bộ) | D: 電話番号 (でんわばんごう - Số điện thoại). => Đáp án đúng là C vì từ 'さんぽします' được viết là 「散歩します」.",
32,Cách đọc của chữ 「止みます」 là gì?,ふね,やみます,きょうみ,いみ,B,"A: ふね (Con thuyền, tàu) | B: やみます (Ngừng, dừng lại, tạnh (mưa)) | C: きょうみ (Hứng thú) | D: いみ (Ý nghĩa). => Đáp án đúng là B vì chữ 「止みます」 đọc là 'やみます'.",
33,"Từ nào dưới đây có nghĩa là: 「Tín hiệu, đèn giao thông」?",味,信号,暗証番号,意味,B,"A: 味 (あじ - Mùi vị) | B: 信号 (しんごう - Tín hiệu, đèn giao thông) | C: 暗証番号 (あんしょうばんごう - Mật khẩu) | D: 意味 (いみ - Ý nghĩa). => Đáp án đúng là B vì 'Tín hiệu, đèn giao thông' tiếng Nhật là 「信号」.",
34,Từ nào dưới đây có nghĩa là: 「Mật khẩu」?,歴史,研究,暗証番号,使用します,C,A: 歴史 (れきし - Lịch sử) | B: 研究 (けんきゅう - Nghiên cứu) | C: 暗証番号 (あんしょうばんごう - Mật khẩu) | D: 使用します (しようします - Sử dụng). => Đáp án đúng là C vì 'Mật khẩu' tiếng Nhật là 「暗証番号」.,
35,Cách đọc của chữ 「興味」 là gì?,きょうみ,けしょうひん,まる,しんごう,A,"A: きょうみ (Hứng thú) | B: けしょうひん (Mỹ phẩm) | C: まる (Hình tròn) | D: しんごう (Tín hiệu, đèn giao thông). => Đáp án đúng là A vì chữ 「興味」 đọc là 'きょうみ'.",
36,Từ nào dưới đây có nghĩa là: 「Gia vị」?,化粧品,散歩します,調味料,谷,C,"A: 化粧品 (けしょうひん - Mỹ phẩm) | B: 散歩します (さんぽします - Đi dạo, tản bộ) | C: 調味料 (ちょうみりょう - Gia vị) | D: 谷 (たに - Thung lũng). => Đáp án đúng là C vì 'Gia vị' tiếng Nhật là 「調味料」.",
37,Từ nào dưới đây có nghĩa là: 「Đi bộ」?,調味料,歩きます,研究者,意味,B,A: 調味料 (ちょうみりょう - Gia vị) | B: 歩きます (あるきます - Đi bộ) | C: 研究者 (けんきゅうしゃ - Nhà nghiên cứu) | D: 意味 (いみ - Ý nghĩa). => Đáp án đúng là B vì 'Đi bộ' tiếng Nhật là 「歩きます」.,
38,Từ 「でんわばんごう」 được viết bằng chữ Kanji nào?,電話番号,暗証番号,興味,使用します,A,A: 電話番号 (でんわばんごう - Số điện thoại) | B: 暗証番号 (あんしょうばんごう - Mật khẩu) | C: 興味 (きょうみ - Hứng thú) | D: 使用します (しようします - Sử dụng). => Đáp án đúng là A vì từ 'でんわばんごう' được viết là 「電話番号」.,
39,Từ 「あんしょうばんごう」 được viết bằng chữ Kanji nào?,歴史,使用します,暗証番号,化粧品,C,A: 歴史 (れきし - Lịch sử) | B: 使用します (しようします - Sử dụng) | C: 暗証番号 (あんしょうばんごう - Mật khẩu) | D: 化粧品 (けしょうひん - Mỹ phẩm). => Đáp án đúng là C vì từ 'あんしょうばんごう' được viết là 「暗証番号」.,
40,Cách đọc của chữ 「散歩します」 là gì?,でんわばんごう,さんぽします,ちゅうし,たに,B,"A: でんわばんごう (Số điện thoại) | B: さんぽします (Đi dạo, tản bộ) | C: ちゅうし (Hủy bỏ, ngừng (giữa chừng)) | D: たに (Thung lũng). => Đáp án đúng là B vì chữ 「散歩します」 đọc là 'さんぽします'.",
41,Từ nào dưới đây có nghĩa là: 「Nghiên cứu」?,研究,谷,歩きます,使います,A,A: 研究 (けんきゅう - Nghiên cứu) | B: 谷 (たに - Thung lũng) | C: 歩きます (あるきます - Đi bộ) | D: 使います (つかいます - Sử dụng). => Đáp án đúng là A vì 'Nghiên cứu' tiếng Nhật là 「研究」.,
42,Từ 「れきし」 được viết bằng chữ Kanji nào?,歴史,使います,電話番号,歩きます,A,A: 歴史 (れきし - Lịch sử) | B: 使います (つかいます - Sử dụng) | C: 電話番号 (でんわばんごう - Số điện thoại) | D: 歩きます (あるきます - Đi bộ). => Đáp án đúng là A vì từ 'れきし' được viết là 「歴史」.,
43,"Từ nào dưới đây có nghĩa là: 「Ngừng, dừng lại, tạnh (mưa)」?",止みます,電話番号,散歩します,丸,A,"A: 止みます (やみます - Ngừng, dừng lại, tạnh (mưa)) | B: 電話番号 (でんわばんごう - Số điện thoại) | C: 散歩します (さんぽします - Đi dạo, tản bộ) | D: 丸 (まる - Hình tròn). => Đáp án đúng là A vì 'Ngừng, dừng lại, tạnh (mưa)' tiếng Nhật là 「止みます」.",
44,Từ 「つかいます」 được viết bằng chữ Kanji nào?,使います,船,信号,使用します,A,"A: 使います (つかいます - Sử dụng) | B: 船 (ふね - Con thuyền, tàu) | C: 信号 (しんごう - Tín hiệu, đèn giao thông) | D: 使用します (しようします - Sử dụng). => Đáp án đúng là A vì từ 'つかいます' được viết là 「使います」.",
45,Từ nào dưới đây có nghĩa là: 「Lịch sử」?,商品,歩きます,歴史,興味,C,A: 商品 (しょうひん - Sản phẩm) | B: 歩きます (あるきます - Đi bộ) | C: 歴史 (れきし - Lịch sử) | D: 興味 (きょうみ - Hứng thú). => Đáp án đúng là C vì 'Lịch sử' tiếng Nhật là 「歴史」.,
46,Từ 「あじ」 được viết bằng chữ Kanji nào?,電話番号,歩きます,味,止みます,C,"A: 電話番号 (でんわばんごう - Số điện thoại) | B: 歩きます (あるきます - Đi bộ) | C: 味 (あじ - Mùi vị) | D: 止みます (やみます - Ngừng, dừng lại, tạnh (mưa)). => Đáp án đúng là C vì từ 'あじ' được viết là 「味」.",
47,Từ 「あるきます」 được viết bằng chữ Kanji nào?,歩きます,止みます,丸,大使館,A,"A: 歩きます (あるきます - Đi bộ) | B: 止みます (やみます - Ngừng, dừng lại, tạnh (mưa)) | C: 丸 (まる - Hình tròn) | D: 大使館 (たいしかん - Đại sứ quán). => Đáp án đúng là A vì từ 'あるきます' được viết là 「歩きます」.",
48,Cách đọc của chữ 「大使館」 là gì?,しようします,ちゅうし,たいしかん,しょうひん,C,"A: しようします (Sử dụng) | B: ちゅうし (Hủy bỏ, ngừng (giữa chừng)) | C: たいしかん (Đại sứ quán) | D: しょうひん (Sản phẩm). => Đáp án đúng là C vì chữ 「大使館」 đọc là 'たいしかん'.",
49,Cách đọc của chữ 「研究」 là gì?,ふね,しょうひん,しんごう,けんきゅう,D,"A: ふね (Con thuyền, tàu) | B: しょうひん (Sản phẩm) | C: しんごう (Tín hiệu, đèn giao thông) | D: けんきゅう (Nghiên cứu). => Đáp án đúng là D vì chữ 「研究」 đọc là 'けんきゅう'.",
50,Từ 「ふね」 được viết bằng chữ Kanji nào?,意味,船,信号,散歩します,B,"A: 意味 (いみ - Ý nghĩa) | B: 船 (ふね - Con thuyền, tàu) | C: 信号 (しんごう - Tín hiệu, đèn giao thông) | D: 散歩します (さんぽします - Đi dạo, tản bộ). => Đáp án đúng là B vì từ 'ふね' được viết là 「船」.",
51,Cách đọc của chữ 「歴史」 là gì?,ちゅうし,やみます,れきし,しようします,C,"A: ちゅうし (Hủy bỏ, ngừng (giữa chừng)) | B: やみます (Ngừng, dừng lại, tạnh (mưa)) | C: れきし (Lịch sử) | D: しようします (Sử dụng). => Đáp án đúng là C vì chữ 「歴史」 đọc là 'れきし'.",
52,"Từ nào dưới đây có nghĩa là: 「Con thuyền, tàu」?",散歩します,船,電話番号,暗証番号,B,"A: 散歩します (さんぽします - Đi dạo, tản bộ) | B: 船 (ふね - Con thuyền, tàu) | C: 電話番号 (でんわばんごう - Số điện thoại) | D: 暗証番号 (あんしょうばんごう - Mật khẩu). => Đáp án đúng là B vì 'Con thuyền, tàu' tiếng Nhật là 「船」.",
53,Từ nào dưới đây có nghĩa là: 「Thung lũng」?,研究,意味,谷,船,C,"A: 研究 (けんきゅう - Nghiên cứu) | B: 意味 (いみ - Ý nghĩa) | C: 谷 (たに - Thung lũng) | D: 船 (ふね - Con thuyền, tàu). => Đáp án đúng là C vì 'Thung lũng' tiếng Nhật là 「谷」.",
54,"Từ nào dưới đây có nghĩa là: 「Đi dạo, tản bộ」?",散歩します,歩きます,興味,使います,A,"A: 散歩します (さんぽします - Đi dạo, tản bộ) | B: 歩きます (あるきます - Đi bộ) | C: 興味 (きょうみ - Hứng thú) | D: 使います (つかいます - Sử dụng). => Đáp án đúng là A vì 'Đi dạo, tản bộ' tiếng Nhật là 「散歩します」.",
55,"Từ nào dưới đây có nghĩa là: 「Hủy bỏ, ngừng (giữa chừng)」?",化粧品,商品,中止,電話番号,C,"A: 化粧品 (けしょうひん - Mỹ phẩm) | B: 商品 (しょうひん - Sản phẩm) | C: 中止 (ちゅうし - Hủy bỏ, ngừng (giữa chừng)) | D: 電話番号 (でんわばんごう - Số điện thoại). => Đáp án đúng là C vì 'Hủy bỏ, ngừng (giữa chừng)' tiếng Nhật là 「中止」.",
56,Cách đọc của chữ 「暗証番号」 là gì?,きょうみ,とまります,あんしょうばんごう,でんわばんごう,C,"A: きょうみ (Hứng thú) | B: とまります ((xe) Dừng, đỗ) | C: あんしょうばんごう (Mật khẩu) | D: でんわばんごう (Số điện thoại). => Đáp án đúng là C vì chữ 「暗証番号」 đọc là 'あんしょうばんごう'.",
57,Từ 「しんごう」 được viết bằng chữ Kanji nào?,信号,化粧品,興味,使います,A,"A: 信号 (しんごう - Tín hiệu, đèn giao thông) | B: 化粧品 (けしょうひん - Mỹ phẩm) | C: 興味 (きょうみ - Hứng thú) | D: 使います (つかいます - Sử dụng). => Đáp án đúng là A vì từ 'しんごう' được viết là 「信号」.",
58,Từ 「きょうみ」 được viết bằng chữ Kanji nào?,興味,意味,船,歩きます,A,"A: 興味 (きょうみ - Hứng thú) | B: 意味 (いみ - Ý nghĩa) | C: 船 (ふね - Con thuyền, tàu) | D: 歩きます (あるきます - Đi bộ). => Đáp án đúng là A vì từ 'きょうみ' được viết là 「興味」.",
59,Từ nào dưới đây có nghĩa là: 「Mùi vị」?,意味,興味,化粧品,味,D,A: 意味 (いみ - Ý nghĩa) | B: 興味 (きょうみ - Hứng thú) | C: 化粧品 (けしょうひん - Mỹ phẩm) | D: 味 (あじ - Mùi vị). => Đáp án đúng là D vì 'Mùi vị' tiếng Nhật là 「味」.,
60,Từ nào dưới đây có nghĩa là: 「Mỹ phẩm」?,化粧品,興味,歩きます,信号,A,"A: 化粧品 (けしょうひん - Mỹ phẩm) | B: 興味 (きょうみ - Hứng thú) | C: 歩きます (あるきます - Đi bộ) | D: 信号 (しんごう - Tín hiệu, đèn giao thông). => Đáp án đúng là A vì 'Mỹ phẩm' tiếng Nhật là 「化粧品」.",
61,Cách đọc của chữ 「味」 là gì?,やみます,あじ,けんきゅうしゃ,まる,B,"A: やみます (Ngừng, dừng lại, tạnh (mưa)) | B: あじ (Mùi vị) | C: けんきゅうしゃ (Nhà nghiên cứu) | D: まる (Hình tròn). => Đáp án đúng là B vì chữ 「味」 đọc là 'あじ'.",
62,Từ nào dưới đây có nghĩa là: 「Hình tròn」?,暗証番号,谷,調味料,丸,D,A: 暗証番号 (あんしょうばんごう - Mật khẩu) | B: 谷 (たに - Thung lũng) | C: 調味料 (ちょうみりょう - Gia vị) | D: 丸 (まる - Hình tròn). => Đáp án đúng là D vì 'Hình tròn' tiếng Nhật là 「丸」.,
63,Cách đọc của chữ 「谷」 là gì?,ちゅうし,あるきます,たに,ちょうみりょう,C,"A: ちゅうし (Hủy bỏ, ngừng (giữa chừng)) | B: あるきます (Đi bộ) | C: たに (Thung lũng) | D: ちょうみりょう (Gia vị). => Đáp án đúng là C vì chữ 「谷」 đọc là 'たに'.",
64,Từ 「しょうひん」 được viết bằng chữ Kanji nào?,暗証番号,調味料,中止,商品,D,"A: 暗証番号 (あんしょうばんごう - Mật khẩu) | B: 調味料 (ちょうみりょう - Gia vị) | C: 中止 (ちゅうし - Hủy bỏ, ngừng (giữa chừng)) | D: 商品 (しょうひん - Sản phẩm). => Đáp án đúng là D vì từ 'しょうひん' được viết là 「商品」.",
65,Từ 「とまります」 được viết bằng chữ Kanji nào?,電話番号,使います,止まります,化粧品,C,"A: 電話番号 (でんわばんごう - Số điện thoại) | B: 使います (つかいます - Sử dụng) | C: 止まります (とまります - (xe) Dừng, đỗ) | D: 化粧品 (けしょうひん - Mỹ phẩm). => Đáp án đúng là C vì từ 'とまります' được viết là 「止まります」.",
66,Từ 「たに」 được viết bằng chữ Kanji nào?,船,化粧品,谷,電話番号,C,"A: 船 (ふね - Con thuyền, tàu) | B: 化粧品 (けしょうひん - Mỹ phẩm) | C: 谷 (たに - Thung lũng) | D: 電話番号 (でんわばんごう - Số điện thoại). => Đáp án đúng là C vì từ 'たに' được viết là 「谷」.",
67,Từ nào dưới đây có nghĩa là: 「Ý nghĩa」?,意味,味,信号,歴史,A,"A: 意味 (いみ - Ý nghĩa) | B: 味 (あじ - Mùi vị) | C: 信号 (しんごう - Tín hiệu, đèn giao thông) | D: 歴史 (れきし - Lịch sử). => Đáp án đúng là A vì 'Ý nghĩa' tiếng Nhật là 「意味」.",
68,Từ 「ちゅうし」 được viết bằng chữ Kanji nào?,調味料,研究者,化粧品,中止,D,"A: 調味料 (ちょうみりょう - Gia vị) | B: 研究者 (けんきゅうしゃ - Nhà nghiên cứu) | C: 化粧品 (けしょうひん - Mỹ phẩm) | D: 中止 (ちゅうし - Hủy bỏ, ngừng (giữa chừng)). => Đáp án đúng là D vì từ 'ちゅうし' được viết là 「中止」.",
69,Từ 「しようします」 được viết bằng chữ Kanji nào?,歴史,使用します,意味,化粧品,B,A: 歴史 (れきし - Lịch sử) | B: 使用します (しようします - Sử dụng) | C: 意味 (いみ - Ý nghĩa) | D: 化粧品 (けしょうひん - Mỹ phẩm). => Đáp án đúng là B vì từ 'しようします' được viết là 「使用します」.,
