ID,Câu hỏi,Đáp án A,Đáp án B,Đáp án C,Đáp án D,Đáp án đúng,Giải thích,Ví dụ
27,Từ 「はいしゃ」 được viết bằng chữ Kanji nào?,歯医者,送ります,妻,大丈夫,A,"A: 歯医者 (はいしゃ - Nha sĩ) | B: 送ります (おくります - Gửi, tiễn (người)) | C: 妻 (つま - Vợ (mình)) | D: 大丈夫 (だいじょうぶ - Ổn, không sao). => Đáp án đúng là A vì từ 'はいしゃ' được viết là 「歯医者」.",
28,"Từ nào dưới đây có nghĩa là: 「Gửi, tiễn (người)」?",考えます,送ります,大丈夫,引き出します,B,"A: 考えます (かんがえます - Suy nghĩ) | B: 送ります (おくります - Gửi, tiễn (người)) | C: 大丈夫 (だいじょうぶ - Ổn, không sao) | D: 引き出します (ひきだします - Rút (tiền)). => Đáp án đúng là B vì 'Gửi, tiễn (người)' tiếng Nhật là 「送ります」.",
29,Từ 「ひきだします」 được viết bằng chữ Kanji nào?,引き出します,姉妹,夫,妹さん,A,A: 引き出します (ひきだします - Rút (tiền)) | B: 姉妹 (しまい - Chị em gái) | C: 夫 (おっと - Chồng (mình)) | D: 妹さん (いもうとさん - Em gái (người khác)). => Đáp án đúng là A vì từ 'ひきだします' được viết là 「引き出します」.,
30,Cách đọc của chữ 「姉」 là gì?,あつい,とかい,あね,おとうと,C,"A: あつい (Nóng (thời tiết)) | B: とかい (Thành phố, đô thị) | C: あね (Chị gái) | D: おとうと (Em trai). => Đáp án đúng là C vì chữ 「姉」 đọc là 'あね'.",
31,Cách đọc của chữ 「医者」 là gì?,だいじょうぶ,てんきよほう,いしゃ,ひきだし,C,"A: だいじょうぶ (Ổn, không sao) | B: てんきよほう (Dự báo thời tiết) | C: いしゃ (Bác sĩ) | D: ひきだし (Ngăn kéo). => Đáp án đúng là C vì chữ 「医者」 đọc là 'いしゃ'.",
32,Từ nào dưới đây có nghĩa là: 「Chị em gái」?,引っ越します,姉妹,研究者,妹さん,B,A: 引っ越します (ひっこします - Chuyển nhà) | B: 姉妹 (しまい - Chị em gái) | C: 研究者 (けんきゅうしゃ - Nhà nghiên cứu) | D: 妹さん (いもうとさん - Em gái (người khác)). => Đáp án đúng là B vì 'Chị em gái' tiếng Nhật là 「姉妹」.,
33,Từ nào dưới đây có nghĩa là: 「Nha sĩ」?,弟さん,大丈夫,歯医者,研究者,C,"A: 弟さん (おとうとさん - Em trai (người khác)) | B: 大丈夫 (だいじょうぶ - Ổn, không sao) | C: 歯医者 (はいしゃ - Nha sĩ) | D: 研究者 (けんきゅうしゃ - Nhà nghiên cứu). => Đáp án đúng là C vì 'Nha sĩ' tiếng Nhật là 「歯医者」.",
34,Từ 「あつい」 được viết bằng chữ Kanji nào?,引っ越します,医者,暑い,考えます,C,A: 引っ越します (ひっこします - Chuyển nhà) | B: 医者 (いしゃ - Bác sĩ) | C: 暑い (あつい - Nóng (thời tiết)) | D: 考えます (かんがえます - Suy nghĩ). => Đáp án đúng là C vì từ 'あつい' được viết là 「暑い」.,
35,Cách đọc của chữ 「引きます」 là gì?,ひきます,あつい,けんきゅうしゃ,おとうとさん,A,A: ひきます (Kéo) | B: あつい (Nóng (thời tiết)) | C: けんきゅうしゃ (Nhà nghiên cứu) | D: おとうとさん (Em trai (người khác)). => Đáp án đúng là A vì chữ 「引きます」 đọc là 'ひきます'.,
36,Từ nào dưới đây có nghĩa là: 「Em trai」?,姉妹,天気,弟,天気予報,C,A: 姉妹 (しまい - Chị em gái) | B: 天気 (てんき - Thời tiết) | C: 弟 (おとうと - Em trai) | D: 天気予報 (てんきよほう - Dự báo thời tiết). => Đáp án đúng là C vì 'Em trai' tiếng Nhật là 「弟」.,
37,Từ 「だいじょうぶ」 được viết bằng chữ Kanji nào?,妹さん,歯医者,弟さん,大丈夫,D,"A: 妹さん (いもうとさん - Em gái (người khác)) | B: 歯医者 (はいしゃ - Nha sĩ) | C: 弟さん (おとうとさん - Em trai (người khác)) | D: 大丈夫 (だいじょうぶ - Ổn, không sao). => Đáp án đúng là D vì từ 'だいじょうぶ' được viết là 「大丈夫」.",
38,Từ nào dưới đây có nghĩa là: 「Chị gái (người khác)」?,お姉さん,大丈夫,都合,引きます,A,"A: お姉さん (おねえさん - Chị gái (người khác)) | B: 大丈夫 (だいじょうぶ - Ổn, không sao) | C: 都合 (つごう - Sự thuận tiện) | D: 引きます (ひきます - Kéo). => Đáp án đúng là A vì 'Chị gái (người khác)' tiếng Nhật là 「お姉さん」.",
39,Từ nào dưới đây có nghĩa là: 「Ngăn kéo」?,都合,地下鉄,研究者,引き出し,D,A: 都合 (つごう - Sự thuận tiện) | B: 地下鉄 (ちかてつ - Tàu điện ngầm) | C: 研究者 (けんきゅうしゃ - Nhà nghiên cứu) | D: 引き出し (ひきだし - Ngăn kéo). => Đáp án đúng là D vì 'Ngăn kéo' tiếng Nhật là 「引き出し」.,
40,Từ nào dưới đây có nghĩa là: 「Chị gái」?,お姉さん,妹さん,姉,引き出し,C,A: お姉さん (おねえさん - Chị gái (người khác)) | B: 妹さん (いもうとさん - Em gái (người khác)) | C: 姉 (あね - Chị gái) | D: 引き出し (ひきだし - Ngăn kéo). => Đáp án đúng là C vì 'Chị gái' tiếng Nhật là 「姉」.,
41,Cách đọc của chữ 「引き出します」 là gì?,ひきだします,けんきゅうしゃ,つま,かんがえます,A,A: ひきだします (Rút (tiền)) | B: けんきゅうしゃ (Nhà nghiên cứu) | C: つま (Vợ (mình)) | D: かんがえます (Suy nghĩ). => Đáp án đúng là A vì chữ 「引き出します」 đọc là 'ひきだします'.,
42,Từ nào dưới đây có nghĩa là: 「Thời tiết」?,研究者,姉妹,弟さん,天気,D,A: 研究者 (けんきゅうしゃ - Nhà nghiên cứu) | B: 姉妹 (しまい - Chị em gái) | C: 弟さん (おとうとさん - Em trai (người khác)) | D: 天気 (てんき - Thời tiết). => Đáp án đúng là D vì 'Thời tiết' tiếng Nhật là 「天気」.,
43,Từ 「おっと」 được viết bằng chữ Kanji nào?,弟さん,姉,夫,妹さん,C,A: 弟さん (おとうとさん - Em trai (người khác)) | B: 姉 (あね - Chị gái) | C: 夫 (おっと - Chồng (mình)) | D: 妹さん (いもうとさん - Em gái (người khác)). => Đáp án đúng là C vì từ 'おっと' được viết là 「夫」.,
44,Cách đọc của chữ 「地下鉄」 là gì?,いもうとさん,ひきだします,ちかてつ,とかい,C,"A: いもうとさん (Em gái (người khác)) | B: ひきだします (Rút (tiền)) | C: ちかてつ (Tàu điện ngầm) | D: とかい (Thành phố, đô thị). => Đáp án đúng là C vì chữ 「地下鉄」 đọc là 'ちかてつ'.",
45,Cách đọc của chữ 「天気予報」 là gì?,つごう,つま,おっと,てんきよほう,D,A: つごう (Sự thuận tiện) | B: つま (Vợ (mình)) | C: おっと (Chồng (mình)) | D: てんきよほう (Dự báo thời tiết). => Đáp án đúng là D vì chữ 「天気予報」 đọc là 'てんきよほう'.,
46,Từ nào dưới đây có nghĩa là: 「Dự báo thời tiết」?,暑い,天気予報,弱い,考えます,B,A: 暑い (あつい - Nóng (thời tiết)) | B: 天気予報 (てんきよほう - Dự báo thời tiết) | C: 弱い (よわい - Yếu) | D: 考えます (かんがえます - Suy nghĩ). => Đáp án đúng là B vì 'Dự báo thời tiết' tiếng Nhật là 「天気予報」.,
47,Cách đọc của chữ 「お姉さん」 là gì?,よわい,おくります,おねえさん,しまい,C,"A: よわい (Yếu) | B: おくります (Gửi, tiễn (người)) | C: おねえさん (Chị gái (người khác)) | D: しまい (Chị em gái). => Đáp án đúng là C vì chữ 「お姉さん」 đọc là 'おねえさん'.",
48,Từ 「しまい」 được viết bằng chữ Kanji nào?,引きます,弟さん,姉妹,大丈夫,C,"A: 引きます (ひきます - Kéo) | B: 弟さん (おとうとさん - Em trai (người khác)) | C: 姉妹 (しまい - Chị em gái) | D: 大丈夫 (だいじょうぶ - Ổn, không sao). => Đáp án đúng là C vì từ 'しまい' được viết là 「姉妹」.",
49,Từ 「おねえさん」 được viết bằng chữ Kanji nào?,研究者,暑い,お姉さん,都会,C,"A: 研究者 (けんきゅうしゃ - Nhà nghiên cứu) | B: 暑い (あつい - Nóng (thời tiết)) | C: お姉さん (おねえさん - Chị gái (người khác)) | D: 都会 (とかい - Thành phố, đô thị). => Đáp án đúng là C vì từ 'おねえさん' được viết là 「お姉さん」.",
50,Từ nào dưới đây có nghĩa là: 「Vợ (mình)」?,引っ越します,弟さん,兄弟,妻,D,A: 引っ越します (ひっこします - Chuyển nhà) | B: 弟さん (おとうとさん - Em trai (người khác)) | C: 兄弟 (きょうだい - Anh chị em) | D: 妻 (つま - Vợ (mình)). => Đáp án đúng là D vì 'Vợ (mình)' tiếng Nhật là 「妻」.,
51,Từ nào dưới đây có nghĩa là: 「Em gái」?,引っ越します,姉,研究者,妹,D,A: 引っ越します (ひっこします - Chuyển nhà) | B: 姉 (あね - Chị gái) | C: 研究者 (けんきゅうしゃ - Nhà nghiên cứu) | D: 妹 (いもうと - Em gái). => Đáp án đúng là D vì 'Em gái' tiếng Nhật là 「妹」.,
52,Từ nào dưới đây có nghĩa là: 「Suy nghĩ」?,引きます,暑い,考えます,弱い,C,A: 引きます (ひきます - Kéo) | B: 暑い (あつい - Nóng (thời tiết)) | C: 考えます (かんがえます - Suy nghĩ) | D: 弱い (よわい - Yếu). => Đáp án đúng là C vì 'Suy nghĩ' tiếng Nhật là 「考えます」.,
53,Cách đọc của chữ 「妻」 là gì?,いしゃ,つま,あね,ひっこします,B,A: いしゃ (Bác sĩ) | B: つま (Vợ (mình)) | C: あね (Chị gái) | D: ひっこします (Chuyển nhà). => Đáp án đúng là B vì chữ 「妻」 đọc là 'つま'.,
54,Từ nào dưới đây có nghĩa là: 「Em trai (người khác)」?,妹さん,研究者,都合,弟さん,D,A: 妹さん (いもうとさん - Em gái (người khác)) | B: 研究者 (けんきゅうしゃ - Nhà nghiên cứu) | C: 都合 (つごう - Sự thuận tiện) | D: 弟さん (おとうとさん - Em trai (người khác)). => Đáp án đúng là D vì 'Em trai (người khác)' tiếng Nhật là 「弟さん」.,
55,Cách đọc của chữ 「引き出し」 là gì?,とかい,つごう,ひっこします,ひきだし,D,"A: とかい (Thành phố, đô thị) | B: つごう (Sự thuận tiện) | C: ひっこします (Chuyển nhà) | D: ひきだし (Ngăn kéo). => Đáp án đúng là D vì chữ 「引き出し」 đọc là 'ひきだし'.",
56,Từ 「ちかてつ」 được viết bằng chữ Kanji nào?,引き出し,都会,姉,地下鉄,D,"A: 引き出し (ひきだし - Ngăn kéo) | B: 都会 (とかい - Thành phố, đô thị) | C: 姉 (あね - Chị gái) | D: 地下鉄 (ちかてつ - Tàu điện ngầm). => Đáp án đúng là D vì từ 'ちかてつ' được viết là 「地下鉄」.",
57,Từ 「つごう」 được viết bằng chữ Kanji nào?,妻,都合,送ります,お姉さん,B,"A: 妻 (つま - Vợ (mình)) | B: 都合 (つごう - Sự thuận tiện) | C: 送ります (おくります - Gửi, tiễn (người)) | D: お姉さん (おねえさん - Chị gái (người khác)). => Đáp án đúng là B vì từ 'つごう' được viết là 「都合」.",
58,Từ 「あね」 được viết bằng chữ Kanji nào?,姉,夫,妹,引っ越します,A,A: 姉 (あね - Chị gái) | B: 夫 (おっと - Chồng (mình)) | C: 妹 (いもうと - Em gái) | D: 引っ越します (ひっこします - Chuyển nhà). => Đáp án đúng là A vì từ 'あね' được viết là 「姉」.,
59,Từ 「いしゃ」 được viết bằng chữ Kanji nào?,兄弟,天気予報,医者,歯医者,C,A: 兄弟 (きょうだい - Anh chị em) | B: 天気予報 (てんきよほう - Dự báo thời tiết) | C: 医者 (いしゃ - Bác sĩ) | D: 歯医者 (はいしゃ - Nha sĩ). => Đáp án đúng là C vì từ 'いしゃ' được viết là 「医者」.,
60,Cách đọc của chữ 「暑い」 là gì?,あつい,ひっこします,だいじょうぶ,いもうと,A,"A: あつい (Nóng (thời tiết)) | B: ひっこします (Chuyển nhà) | C: だいじょうぶ (Ổn, không sao) | D: いもうと (Em gái). => Đáp án đúng là A vì chữ 「暑い」 đọc là 'あつい'.",
61,Cách đọc của chữ 「考えます」 là gì?,いもうとさん,てんきよほう,きょうだい,かんがえます,D,A: いもうとさん (Em gái (người khác)) | B: てんきよほう (Dự báo thời tiết) | C: きょうだい (Anh chị em) | D: かんがえます (Suy nghĩ). => Đáp án đúng là D vì chữ 「考えます」 đọc là 'かんがえます'.,
62,Từ nào dưới đây có nghĩa là: 「Nhà nghiên cứu」?,引き出し,歯医者,研究者,地下鉄,C,A: 引き出し (ひきだし - Ngăn kéo) | B: 歯医者 (はいしゃ - Nha sĩ) | C: 研究者 (けんきゅうしゃ - Nhà nghiên cứu) | D: 地下鉄 (ちかてつ - Tàu điện ngầm). => Đáp án đúng là C vì 'Nhà nghiên cứu' tiếng Nhật là 「研究者」.,
63,Từ 「かんがえます」 được viết bằng chữ Kanji nào?,考えます,歯医者,お姉さん,地下鉄,A,A: 考えます (かんがえます - Suy nghĩ) | B: 歯医者 (はいしゃ - Nha sĩ) | C: お姉さん (おねえさん - Chị gái (người khác)) | D: 地下鉄 (ちかてつ - Tàu điện ngầm). => Đáp án đúng là A vì từ 'かんがえます' được viết là 「考えます」.,
64,Cách đọc của chữ 「弟さん」 là gì?,おとうとさん,てんき,あね,いもうと,A,A: おとうとさん (Em trai (người khác)) | B: てんき (Thời tiết) | C: あね (Chị gái) | D: いもうと (Em gái). => Đáp án đúng là A vì chữ 「弟さん」 đọc là 'おとうとさん'.,
65,Từ nào dưới đây có nghĩa là: 「Chồng (mình)」?,送ります,考えます,夫,妹さん,C,"A: 送ります (おくります - Gửi, tiễn (người)) | B: 考えます (かんがえます - Suy nghĩ) | C: 夫 (おっと - Chồng (mình)) | D: 妹さん (いもうとさん - Em gái (người khác)). => Đáp án đúng là C vì 'Chồng (mình)' tiếng Nhật là 「夫」.",
66,Từ nào dưới đây có nghĩa là: 「Anh chị em」?,引き出し,兄弟,都会,天気,B,"A: 引き出し (ひきだし - Ngăn kéo) | B: 兄弟 (きょうだい - Anh chị em) | C: 都会 (とかい - Thành phố, đô thị) | D: 天気 (てんき - Thời tiết). => Đáp án đúng là B vì 'Anh chị em' tiếng Nhật là 「兄弟」.",
67,Từ 「いもうとさん」 được viết bằng chữ Kanji nào?,妹さん,医者,暑い,姉,A,A: 妹さん (いもうとさん - Em gái (người khác)) | B: 医者 (いしゃ - Bác sĩ) | C: 暑い (あつい - Nóng (thời tiết)) | D: 姉 (あね - Chị gái). => Đáp án đúng là A vì từ 'いもうとさん' được viết là 「妹さん」.,
68,Từ nào dưới đây có nghĩa là: 「Nóng (thời tiết)」?,引き出します,研究者,暑い,引っ越します,C,A: 引き出します (ひきだします - Rút (tiền)) | B: 研究者 (けんきゅうしゃ - Nhà nghiên cứu) | C: 暑い (あつい - Nóng (thời tiết)) | D: 引っ越します (ひっこします - Chuyển nhà). => Đáp án đúng là C vì 'Nóng (thời tiết)' tiếng Nhật là 「暑い」.,
69,Từ 「てんきよほう」 được viết bằng chữ Kanji nào?,弟さん,天気予報,大丈夫,暑い,B,"A: 弟さん (おとうとさん - Em trai (người khác)) | B: 天気予報 (てんきよほう - Dự báo thời tiết) | C: 大丈夫 (だいじょうぶ - Ổn, không sao) | D: 暑い (あつい - Nóng (thời tiết)). => Đáp án đúng là B vì từ 'てんきよほう' được viết là 「天気予報」.",
70,Cách đọc của chữ 「送ります」 là gì?,おくります,あつい,だいじょうぶ,つま,A,"A: おくります (Gửi, tiễn (người)) | B: あつい (Nóng (thời tiết)) | C: だいじょうぶ (Ổn, không sao) | D: つま (Vợ (mình)). => Đáp án đúng là A vì chữ 「送ります」 đọc là 'おくります'.",
71,Cách đọc của chữ 「弱い」 là gì?,つごう,ひきだし,よわい,はいしゃ,C,A: つごう (Sự thuận tiện) | B: ひきだし (Ngăn kéo) | C: よわい (Yếu) | D: はいしゃ (Nha sĩ). => Đáp án đúng là C vì chữ 「弱い」 đọc là 'よわい'.,
72,Cách đọc của chữ 「都会」 là gì?,ちかてつ,とかい,てんきよほう,かんがえます,B,"A: ちかてつ (Tàu điện ngầm) | B: とかい (Thành phố, đô thị) | C: てんきよほう (Dự báo thời tiết) | D: かんがえます (Suy nghĩ). => Đáp án đúng là B vì chữ 「都会」 đọc là 'とかい'.",
73,Cách đọc của chữ 「天気」 là gì?,ひっこします,てんき,しまい,ひきだします,B,A: ひっこします (Chuyển nhà) | B: てんき (Thời tiết) | C: しまい (Chị em gái) | D: ひきだします (Rút (tiền)). => Đáp án đúng là B vì chữ 「天気」 đọc là 'てんき'.,
74,Cách đọc của chữ 「夫」 là gì?,おっと,しまい,かんがえます,あね,A,A: おっと (Chồng (mình)) | B: しまい (Chị em gái) | C: かんがえます (Suy nghĩ) | D: あね (Chị gái). => Đáp án đúng là A vì chữ 「夫」 đọc là 'おっと'.,
75,Cách đọc của chữ 「歯医者」 là gì?,てんき,おとうとさん,はいしゃ,よわい,C,A: てんき (Thời tiết) | B: おとうとさん (Em trai (người khác)) | C: はいしゃ (Nha sĩ) | D: よわい (Yếu). => Đáp án đúng là C vì chữ 「歯医者」 đọc là 'はいしゃ'.,
76,Từ nào dưới đây có nghĩa là: 「Tàu điện ngầm」?,送ります,地下鉄,妻,考えます,B,"A: 送ります (おくります - Gửi, tiễn (người)) | B: 地下鉄 (ちかてつ - Tàu điện ngầm) | C: 妻 (つま - Vợ (mình)) | D: 考えます (かんがえます - Suy nghĩ). => Đáp án đúng là B vì 'Tàu điện ngầm' tiếng Nhật là 「地下鉄」.",
77,Cách đọc của chữ 「引っ越します」 là gì?,ひっこします,ちかてつ,おっと,てんき,A,A: ひっこします (Chuyển nhà) | B: ちかてつ (Tàu điện ngầm) | C: おっと (Chồng (mình)) | D: てんき (Thời tiết). => Đáp án đúng là A vì chữ 「引っ越します」 đọc là 'ひっこします'.,
78,Cách đọc của chữ 「兄弟」 là gì?,おくります,きょうだい,だいじょうぶ,いしゃ,B,"A: おくります (Gửi, tiễn (người)) | B: きょうだい (Anh chị em) | C: だいじょうぶ (Ổn, không sao) | D: いしゃ (Bác sĩ). => Đáp án đúng là B vì chữ 「兄弟」 đọc là 'きょうだい'.",
79,Từ nào dưới đây có nghĩa là: 「Bác sĩ」?,研究者,妹さん,医者,弟,C,A: 研究者 (けんきゅうしゃ - Nhà nghiên cứu) | B: 妹さん (いもうとさん - Em gái (người khác)) | C: 医者 (いしゃ - Bác sĩ) | D: 弟 (おとうと - Em trai). => Đáp án đúng là C vì 'Bác sĩ' tiếng Nhật là 「医者」.,
