ID,Câu hỏi,Đáp án A,Đáp án B,Đáp án C,Đáp án D,Đáp án đúng,Giải thích,Ví dụ
30,Từ 「むりょう」 được viết bằng chữ Kanji nào?,一番,奥さん,若い,無料,D,A: 一番 (いちばん - Số 1; nhất) | B: 奥さん (おくさん - Vợ (người khác)) | C: 若い (わかい - Trẻ trung) | D: 無料 (むりょう - Miễn phí). => Đáp án đúng là D vì từ 'むりょう' được viết là 「無料」.,
31,Từ nào dưới đây có nghĩa là: 「Vạn Lý Trường Thành」?,材料,野球,修理,万里の長城,D,"A: 材料 (ざいりょう - Nguyên liệu, vật liệu; tài liệu) | B: 野球 (やきゅう - Bóng chày) | C: 修理 (しゅうり - Sửa chữa) | D: 万里の長城 (ばんりのちょうじょう - Vạn Lý Trường Thành). => Đáp án đúng là D vì 'Vạn Lý Trường Thành' tiếng Nhật là 「万里の長城」.",
32,Cách đọc của chữ 「食料品」 là gì?,しゅうり,あんしょうばんごう,しょくりょうひん,わかい,C,A: しゅうり (Sửa chữa) | B: あんしょうばんごう (Mật khẩu) | C: しょくりょうひん (Thực phẩm) | D: わかい (Trẻ trung). => Đáp án đúng là C vì chữ 「食料品」 đọc là 'しょくりょうひん'.,
33,Cách đọc của chữ 「無料」 là gì?,むりょう,あんしょうばんごう,きゅうりょう,とり,A,A: むりょう (Miễn phí) | B: あんしょうばんごう (Mật khẩu) | C: きゅうりょう (Lương) | D: とり (Con chim). => Đáp án đúng là A vì chữ 「無料」 đọc là 'むりょう'.,
34,Từ 「わかい」 được viết bằng chữ Kanji nào?,電話番号,万里の長城,若い,里芋,C,A: 電話番号 (でんわばんごう - Số điện thoại) | B: 万里の長城 (ばんりのちょうじょう - Vạn Lý Trường Thành) | C: 若い (わかい - Trẻ trung) | D: 里芋 (さといも - Khoai sọ). => Đáp án đúng là C vì từ 'わかい' được viết là 「若い」.,
35,Từ nào dưới đây có nghĩa là: 「Khoai sọ」?,里芋,電話番号,島,交番,A,A: 里芋 (さといも - Khoai sọ) | B: 電話番号 (でんわばんごう - Số điện thoại) | C: 島 (しま - Hòn đảo) | D: 交番 (こうばん - Đồn cảnh sát). => Đáp án đúng là A vì 'Khoai sọ' tiếng Nhật là 「里芋」.,
36,Từ 「りょうり」 được viết bằng chữ Kanji nào?,番組,料理,鳴ります,食料品,B,A: 番組 (ばんぐみ - Chương trình (truyền hình)) | B: 料理 (りょうり - Món ăn; nấu ăn) | C: 鳴ります (なります - (chuông) Reo) | D: 食料品 (しょくりょうひん - Thực phẩm). => Đáp án đúng là B vì từ 'りょうり' được viết là 「料理」.,
37,Từ nào dưới đây có nghĩa là: 「Vợ (người khác)」?,奥さん,一番,鳴ります,万里の長城,A,A: 奥さん (おくさん - Vợ (người khác)) | B: 一番 (いちばん - Số 1; nhất) | C: 鳴ります (なります - (chuông) Reo) | D: 万里の長城 (ばんりのちょうじょう - Vạn Lý Trường Thành). => Đáp án đúng là A vì 'Vợ (người khác)' tiếng Nhật là 「奥さん」.,
38,Từ 「あんしょうばんごう」 được viết bằng chữ Kanji nào?,暗証番号,里芋,電話番号,万里の長城,A,A: 暗証番号 (あんしょうばんごう - Mật khẩu) | B: 里芋 (さといも - Khoai sọ) | C: 電話番号 (でんわばんごう - Số điện thoại) | D: 万里の長城 (ばんりのちょうじょう - Vạn Lý Trường Thành). => Đáp án đúng là A vì từ 'あんしょうばんごう' được viết là 「暗証番号」.,
39,Từ 「しょくりょうひん」 được viết bằng chữ Kanji nào?,材料,野菜,里芋,食料品,D,"A: 材料 (ざいりょう - Nguyên liệu, vật liệu; tài liệu) | B: 野菜 (やさい - Rau) | C: 里芋 (さといも - Khoai sọ) | D: 食料品 (しょくりょうひん - Thực phẩm). => Đáp án đúng là D vì từ 'しょくりょうひん' được viết là 「食料品」.",
40,Từ 「ちょうみりょう」 được viết bằng chữ Kanji nào?,里芋,鳴ります,万里の長城,調味料,D,A: 里芋 (さといも - Khoai sọ) | B: 鳴ります (なります - (chuông) Reo) | C: 万里の長城 (ばんりのちょうじょう - Vạn Lý Trường Thành) | D: 調味料 (ちょうみりょう - Gia vị). => Đáp án đúng là D vì từ 'ちょうみりょう' được viết là 「調味料」.,
41,Cách đọc của chữ 「暗証番号」 là gì?,あんしょうばんごう,しゅうり,さといも,いちばん,A,A: あんしょうばんごう (Mật khẩu) | B: しゅうり (Sửa chữa) | C: さといも (Khoai sọ) | D: いちばん (Số 1; nhất). => Đáp án đúng là A vì chữ 「暗証番号」 đọc là 'あんしょうばんごう'.,
42,Từ nào dưới đây có nghĩa là: 「Lương」?,給料,奥さん,調味料,鳴ります,A,A: 給料 (きゅうりょう - Lương) | B: 奥さん (おくさん - Vợ (người khác)) | C: 調味料 (ちょうみりょう - Gia vị) | D: 鳴ります (なります - (chuông) Reo). => Đáp án đúng là A vì 'Lương' tiếng Nhật là 「給料」.,
43,Cách đọc của chữ 「万里の長城」 là gì?,ばんりのちょうじょう,わかい,しま,やきゅう,A,A: ばんりのちょうじょう (Vạn Lý Trường Thành) | B: わかい (Trẻ trung) | C: しま (Hòn đảo) | D: やきゅう (Bóng chày). => Đáp án đúng là A vì chữ 「万里の長城」 đọc là 'ばんりのちょうじょう'.,
44,Từ nào dưới đây có nghĩa là: 「Con chim」?,野菜,鳴ります,鳥,無料,C,A: 野菜 (やさい - Rau) | B: 鳴ります (なります - (chuông) Reo) | C: 鳥 (とり - Con chim) | D: 無料 (むりょう - Miễn phí). => Đáp án đúng là C vì 'Con chim' tiếng Nhật là 「鳥」.,
45,Từ nào dưới đây có nghĩa là: 「Miễn phí」?,鳴きます,暗証番号,食料品,無料,D,"A: 鳴きます (なきます - (mèo, chim...) Kêu, hót) | B: 暗証番号 (あんしょうばんごう - Mật khẩu) | C: 食料品 (しょくりょうひん - Thực phẩm) | D: 無料 (むりょう - Miễn phí). => Đáp án đúng là D vì 'Miễn phí' tiếng Nhật là 「無料」.",
46,"Từ nào dưới đây có nghĩa là: 「Nguyên liệu, vật liệu; tài liệu」?",暗証番号,鳥,材料,島,C,"A: 暗証番号 (あんしょうばんごう - Mật khẩu) | B: 鳥 (とり - Con chim) | C: 材料 (ざいりょう - Nguyên liệu, vật liệu; tài liệu) | D: 島 (しま - Hòn đảo). => Đáp án đúng là C vì 'Nguyên liệu, vật liệu; tài liệu' tiếng Nhật là 「材料」.",
47,Từ 「こうばん」 được viết bằng chữ Kanji nào?,交番,鳴ります,調味料,里芋,A,A: 交番 (こうばん - Đồn cảnh sát) | B: 鳴ります (なります - (chuông) Reo) | C: 調味料 (ちょうみりょう - Gia vị) | D: 里芋 (さといも - Khoai sọ). => Đáp án đúng là A vì từ 'こうばん' được viết là 「交番」.,
48,Từ 「でんわばんごう」 được viết bằng chữ Kanji nào?,鳴ります,電話番号,島,料理,B,A: 鳴ります (なります - (chuông) Reo) | B: 電話番号 (でんわばんごう - Số điện thoại) | C: 島 (しま - Hòn đảo) | D: 料理 (りょうり - Món ăn; nấu ăn). => Đáp án đúng là B vì từ 'でんわばんごう' được viết là 「電話番号」.,
49,Từ nào dưới đây có nghĩa là: 「Đồn cảnh sát」?,交番,電話番号,奥さん,万里の長城,A,A: 交番 (こうばん - Đồn cảnh sát) | B: 電話番号 (でんわばんごう - Số điện thoại) | C: 奥さん (おくさん - Vợ (người khác)) | D: 万里の長城 (ばんりのちょうじょう - Vạn Lý Trường Thành). => Đáp án đúng là A vì 'Đồn cảnh sát' tiếng Nhật là 「交番」.,
50,Từ 「おくさん」 được viết bằng chữ Kanji nào?,鳴ります,奥さん,材料,野菜,B,"A: 鳴ります (なります - (chuông) Reo) | B: 奥さん (おくさん - Vợ (người khác)) | C: 材料 (ざいりょう - Nguyên liệu, vật liệu; tài liệu) | D: 野菜 (やさい - Rau). => Đáp án đúng là B vì từ 'おくさん' được viết là 「奥さん」.",
51,Từ nào dưới đây có nghĩa là: 「Mật khẩu」?,料理,島,万里の長城,暗証番号,D,A: 料理 (りょうり - Món ăn; nấu ăn) | B: 島 (しま - Hòn đảo) | C: 万里の長城 (ばんりのちょうじょう - Vạn Lý Trường Thành) | D: 暗証番号 (あんしょうばんごう - Mật khẩu). => Đáp án đúng là D vì 'Mật khẩu' tiếng Nhật là 「暗証番号」.,
52,Từ nào dưới đây có nghĩa là: 「Bóng chày」?,修理,番組,野球,暗証番号,C,A: 修理 (しゅうり - Sửa chữa) | B: 番組 (ばんぐみ - Chương trình (truyền hình)) | C: 野球 (やきゅう - Bóng chày) | D: 暗証番号 (あんしょうばんごう - Mật khẩu). => Đáp án đúng là C vì 'Bóng chày' tiếng Nhật là 「野球」.,
53,Từ nào dưới đây có nghĩa là: 「Trẻ trung」?,野球,暗証番号,万里の長城,若い,D,A: 野球 (やきゅう - Bóng chày) | B: 暗証番号 (あんしょうばんごう - Mật khẩu) | C: 万里の長城 (ばんりのちょうじょう - Vạn Lý Trường Thành) | D: 若い (わかい - Trẻ trung). => Đáp án đúng là D vì 'Trẻ trung' tiếng Nhật là 「若い」.,
54,Cách đọc của chữ 「野球」 là gì?,しゅうり,ざいりょう,いちばん,やきゅう,D,"A: しゅうり (Sửa chữa) | B: ざいりょう (Nguyên liệu, vật liệu; tài liệu) | C: いちばん (Số 1; nhất) | D: やきゅう (Bóng chày). => Đáp án đúng là D vì chữ 「野球」 đọc là 'やきゅう'.",
55,Từ nào dưới đây có nghĩa là: 「Thực phẩm」?,食料品,鳴ります,一番,鳥,A,A: 食料品 (しょくりょうひん - Thực phẩm) | B: 鳴ります (なります - (chuông) Reo) | C: 一番 (いちばん - Số 1; nhất) | D: 鳥 (とり - Con chim). => Đáp án đúng là A vì 'Thực phẩm' tiếng Nhật là 「食料品」.,
56,Cách đọc của chữ 「奥さん」 là gì?,わかい,しょくりょうひん,さといも,おくさん,D,A: わかい (Trẻ trung) | B: しょくりょうひん (Thực phẩm) | C: さといも (Khoai sọ) | D: おくさん (Vợ (người khác)). => Đáp án đúng là D vì chữ 「奥さん」 đọc là 'おくさん'.,
57,Từ 「ばんりのちょうじょう」 được viết bằng chữ Kanji nào?,電話番号,万里の長城,無料,修理,B,A: 電話番号 (でんわばんごう - Số điện thoại) | B: 万里の長城 (ばんりのちょうじょう - Vạn Lý Trường Thành) | C: 無料 (むりょう - Miễn phí) | D: 修理 (しゅうり - Sửa chữa). => Đáp án đúng là B vì từ 'ばんりのちょうじょう' được viết là 「万里の長城」.,
58,Từ 「しゅうり」 được viết bằng chữ Kanji nào?,修理,番組,鳴きます,野球,A,"A: 修理 (しゅうり - Sửa chữa) | B: 番組 (ばんぐみ - Chương trình (truyền hình)) | C: 鳴きます (なきます - (mèo, chim...) Kêu, hót) | D: 野球 (やきゅう - Bóng chày). => Đáp án đúng là A vì từ 'しゅうり' được viết là 「修理」.",
59,Cách đọc của chữ 「鳴きます」 là gì?,こうばん,なきます,しょくりょうひん,ばんぐみ,B,"A: こうばん (Đồn cảnh sát) | B: なきます ((mèo, chim...) Kêu, hót) | C: しょくりょうひん (Thực phẩm) | D: ばんぐみ (Chương trình (truyền hình)). => Đáp án đúng là B vì chữ 「鳴きます」 đọc là 'なきます'.",
60,Từ nào dưới đây có nghĩa là: 「Rau」?,鳴ります,野菜,食料品,鳥,B,A: 鳴ります (なります - (chuông) Reo) | B: 野菜 (やさい - Rau) | C: 食料品 (しょくりょうひん - Thực phẩm) | D: 鳥 (とり - Con chim). => Đáp án đúng là B vì 'Rau' tiếng Nhật là 「野菜」.,
61,Từ nào dưới đây có nghĩa là: 「Gia vị」?,電話番号,調味料,鳴ります,里芋,B,A: 電話番号 (でんわばんごう - Số điện thoại) | B: 調味料 (ちょうみりょう - Gia vị) | C: 鳴ります (なります - (chuông) Reo) | D: 里芋 (さといも - Khoai sọ). => Đáp án đúng là B vì 'Gia vị' tiếng Nhật là 「調味料」.,
62,Từ nào dưới đây có nghĩa là: 「Số 1; nhất」?,材料,奥さん,鳴ります,一番,D,"A: 材料 (ざいりょう - Nguyên liệu, vật liệu; tài liệu) | B: 奥さん (おくさん - Vợ (người khác)) | C: 鳴ります (なります - (chuông) Reo) | D: 一番 (いちばん - Số 1; nhất). => Đáp án đúng là D vì 'Số 1; nhất' tiếng Nhật là 「一番」.",
63,Từ 「やきゅう」 được viết bằng chữ Kanji nào?,一番,電話番号,野菜,野球,D,A: 一番 (いちばん - Số 1; nhất) | B: 電話番号 (でんわばんごう - Số điện thoại) | C: 野菜 (やさい - Rau) | D: 野球 (やきゅう - Bóng chày). => Đáp án đúng là D vì từ 'やきゅう' được viết là 「野球」.,
64,Cách đọc của chữ 「料理」 là gì?,りょうり,やさい,わかい,むりょう,A,A: りょうり (Món ăn; nấu ăn) | B: やさい (Rau) | C: わかい (Trẻ trung) | D: むりょう (Miễn phí). => Đáp án đúng là A vì chữ 「料理」 đọc là 'りょうり'.,
65,Từ nào dưới đây có nghĩa là: 「Món ăn; nấu ăn」?,食料品,島,料理,野球,C,A: 食料品 (しょくりょうひん - Thực phẩm) | B: 島 (しま - Hòn đảo) | C: 料理 (りょうり - Món ăn; nấu ăn) | D: 野球 (やきゅう - Bóng chày). => Đáp án đúng là C vì 'Món ăn; nấu ăn' tiếng Nhật là 「料理」.,
66,Từ 「なります」 được viết bằng chữ Kanji nào?,鳴ります,島,給料,奥さん,A,A: 鳴ります (なります - (chuông) Reo) | B: 島 (しま - Hòn đảo) | C: 給料 (きゅうりょう - Lương) | D: 奥さん (おくさん - Vợ (người khác)). => Đáp án đúng là A vì từ 'なります' được viết là 「鳴ります」.,
