ID,Câu hỏi,Đáp án A,Đáp án B,Đáp án C,Đáp án D,Đáp án đúng,Giải thích,Ví dụ
17,Cách đọc của chữ 「親切」 là gì?,しんせつ,きって,しめきり,きっぷ,A,"A: しんせつ (Thân thiện, tử tế) | B: きって (Con tem) | C: しめきり (Hạn chót) | D: きっぷ (Vé). => Đáp án đúng là A vì chữ 「親切」 đọc là 'しんせつ'.",
18,Từ 「ちかづきます」 được viết bằng chữ Kanji nào?,外国語,親切,近づきます,主人公,C,"A: 外国語 (がいこくご - Ngoại ngữ) | B: 親切 (しんせつ - Thân thiện, tử tế) | C: 近づきます (ちかづきます - Lại gần, tiếp cận) | D: 主人公 (しゅじんこう - Nhân vật chính). => Đáp án đúng là C vì từ 'ちかづきます' được viết là 「近づきます」.",
19,Cách đọc của chữ 「所」 là gì?,きっぷ,ごしゅじん,ちかい,ところ,D,"A: きっぷ (Vé) | B: ごしゅじん (Chồng (người khác)) | C: ちかい (Gần, sát) | D: ところ (Nơi, chỗ). => Đáp án đúng là D vì chữ 「所」 đọc là 'ところ'.",
20,Từ nào dưới đây có nghĩa là: 「Nhà vua」?,切符,外国,近い,王様,D,"A: 切符 (きっぷ - Vé) | B: 外国 (がいこく - Nước ngoài) | C: 近い (ちかい - Gần, sát) | D: 王様 (おうさま - Nhà vua). => Đáp án đúng là D vì 'Nhà vua' tiếng Nhật là 「王様」.",
21,Từ 「しめきり」 được viết bằng chữ Kanji nào?,切符,市役所,お年玉,締め切り,D,A: 切符 (きっぷ - Vé) | B: 市役所 (しやくしょ - Tòa thị chính) | C: お年玉 (おとしだま - Tiền mừng tuổi) | D: 締め切り (しめきり - Hạn chót). => Đáp án đúng là D vì từ 'しめきり' được viết là 「締め切り」.,
22,Từ nào dưới đây có nghĩa là: 「Nhân vật chính」?,切ります,大切,この辺,主人公,D,"A: 切ります (きります - Cắt, cứa; ngắt (nguồn điện, điện thoại)) | B: 大切 (たいせつ - Quan trọng) | C: この辺 (このへん - Vùng này, khu vực này) | D: 主人公 (しゅじんこう - Nhân vật chính). => Đáp án đúng là D vì 'Nhân vật chính' tiếng Nhật là 「主人公」.",
23,Cách đọc của chữ 「近づきます」 là gì?,こくさい,ちかづきます,へん,しんせつ,B,"A: こくさい (Quốc tế) | B: ちかづきます (Lại gần, tiếp cận) | C: へん (Khu vực, vùng) | D: しんせつ (Thân thiện, tử tế). => Đáp án đúng là B vì chữ 「近づきます」 đọc là 'ちかづきます'.",
24,Từ nào dưới đây có nghĩa là: 「Ngoại ngữ」?,王様,近所,外国語,近い,C,"A: 王様 (おうさま - Nhà vua) | B: 近所 (きんじょ - Hàng xóm, khu lân cận) | C: 外国語 (がいこくご - Ngoại ngữ) | D: 近い (ちかい - Gần, sát). => Đáp án đúng là C vì 'Ngoại ngữ' tiếng Nhật là 「外国語」.",
25,Từ 「きって」 được viết bằng chữ Kanji nào?,切手,近い,ご主人,締め切り,A,"A: 切手 (きって - Con tem) | B: 近い (ちかい - Gần, sát) | C: ご主人 (ごしゅじん - Chồng (người khác)) | D: 締め切り (しめきり - Hạn chót). => Đáp án đúng là A vì từ 'きって' được viết là 「切手」.",
26,Cách đọc của chữ 「市役所」 là gì?,しやくしょ,がいこくご,ちかい,しめきり,A,"A: しやくしょ (Tòa thị chính) | B: がいこくご (Ngoại ngữ) | C: ちかい (Gần, sát) | D: しめきり (Hạn chót). => Đáp án đúng là A vì chữ 「市役所」 đọc là 'しやくしょ'.",
27,Từ 「すみます」 được viết bằng chữ Kanji nào?,飼い主,切手,住みます,ご主人,C,"A: 飼い主 (かいぬし - Chủ nuôi) | B: 切手 (きって - Con tem) | C: 住みます (すみます - Sống, sinh sống) | D: ご主人 (ごしゅじん - Chồng (người khác)). => Đáp án đúng là C vì từ 'すみます' được viết là 「住みます」.",
28,Cách đọc của chữ 「外国語」 là gì?,ごしゅじん,がいこくご,さいきん,おうさま,B,"A: ごしゅじん (Chồng (người khác)) | B: がいこくご (Ngoại ngữ) | C: さいきん (Gần đây, dạo này) | D: おうさま (Nhà vua). => Đáp án đúng là B vì chữ 「外国語」 đọc là 'がいこくご'.",
29,Cách đọc của chữ 「辺」 là gì?,きって,へん,おうさま,くに,B,"A: きって (Con tem) | B: へん (Khu vực, vùng) | C: おうさま (Nhà vua) | D: くに (Đất nước). => Đáp án đúng là B vì chữ 「辺」 đọc là 'へん'.",
30,Từ 「ごしゅじん」 được viết bằng chữ Kanji nào?,大切,市役所,ご主人,住所,C,"A: 大切 (たいせつ - Quan trọng) | B: 市役所 (しやくしょ - Tòa thị chính) | C: ご主人 (ごしゅじん - Chồng (người khác)) | D: 住所 (じゅうしょ - Địa chỉ, nơi ở). => Đáp án đúng là C vì từ 'ごしゅじん' được viết là 「ご主人」.",
31,Từ nào dưới đây có nghĩa là: 「Nước ngoài」?,親切,近所,国際,外国,D,"A: 親切 (しんせつ - Thân thiện, tử tế) | B: 近所 (きんじょ - Hàng xóm, khu lân cận) | C: 国際 (こくさい - Quốc tế) | D: 外国 (がいこく - Nước ngoài). => Đáp án đúng là D vì 'Nước ngoài' tiếng Nhật là 「外国」.",
32,Cách đọc của chữ 「飼い主」 là gì?,がいこく,ところ,じゅうしょ,かいぬし,D,"A: がいこく (Nước ngoài) | B: ところ (Nơi, chỗ) | C: じゅうしょ (Địa chỉ, nơi ở) | D: かいぬし (Chủ nuôi). => Đáp án đúng là D vì chữ 「飼い主」 đọc là 'かいぬし'.",
33,Từ 「がいこく」 được viết bằng chữ Kanji nào?,台所,外国,近所,締め切り,B,"A: 台所 (だいどころ - Bếp, phòng bếp) | B: 外国 (がいこく - Nước ngoài) | C: 近所 (きんじょ - Hàng xóm, khu lân cận) | D: 締め切り (しめきり - Hạn chót). => Đáp án đúng là B vì từ 'がいこく' được viết là 「外国」.",
34,Cách đọc của chữ 「王様」 là gì?,しめきり,おうさま,きんじょ,きって,B,"A: しめきり (Hạn chót) | B: おうさま (Nhà vua) | C: きんじょ (Hàng xóm, khu lân cận) | D: きって (Con tem). => Đáp án đúng là B vì chữ 「王様」 đọc là 'おうさま'.",
35,Cách đọc của chữ 「住所」 là gì?,しやくしょ,じゅうしょ,きっぷ,きります,B,"A: しやくしょ (Tòa thị chính) | B: じゅうしょ (Địa chỉ, nơi ở) | C: きっぷ (Vé) | D: きります (Cắt, cứa; ngắt (nguồn điện, điện thoại)). => Đáp án đúng là B vì chữ 「住所」 đọc là 'じゅうしょ'.",
36,"Từ nào dưới đây có nghĩa là: 「Lại gần, tiếp cận」?",近づきます,最近,市役所,外国語,A,"A: 近づきます (ちかづきます - Lại gần, tiếp cận) | B: 最近 (さいきん - Gần đây, dạo này) | C: 市役所 (しやくしょ - Tòa thị chính) | D: 外国語 (がいこくご - Ngoại ngữ). => Đáp án đúng là A vì 'Lại gần, tiếp cận' tiếng Nhật là 「近づきます」.",
37,Từ nào dưới đây có nghĩa là: 「Trứng ốp la」?,切手,近づきます,目玉焼き,飼い主,C,"A: 切手 (きって - Con tem) | B: 近づきます (ちかづきます - Lại gần, tiếp cận) | C: 目玉焼き (めだまやき - Trứng ốp la) | D: 飼い主 (かいぬし - Chủ nuôi). => Đáp án đúng là C vì 'Trứng ốp la' tiếng Nhật là 「目玉焼き」.",
38,"Từ nào dưới đây có nghĩa là: 「Thân thiện, tử tế」?",王様,親切,最近,切符,B,"A: 王様 (おうさま - Nhà vua) | B: 親切 (しんせつ - Thân thiện, tử tế) | C: 最近 (さいきん - Gần đây, dạo này) | D: 切符 (きっぷ - Vé). => Đáp án đúng là B vì 'Thân thiện, tử tế' tiếng Nhật là 「親切」.",
39,"Từ nào dưới đây có nghĩa là: 「Hàng xóm, khu lân cận」?",近所,王様,市役所,切符,A,"A: 近所 (きんじょ - Hàng xóm, khu lân cận) | B: 王様 (おうさま - Nhà vua) | C: 市役所 (しやくしょ - Tòa thị chính) | D: 切符 (きっぷ - Vé). => Đáp án đúng là A vì 'Hàng xóm, khu lân cận' tiếng Nhật là 「近所」.",
40,"Từ nào dưới đây có nghĩa là: 「Gần đây, dạo này」?",辺,近づきます,住みます,最近,D,"A: 辺 (へん - Khu vực, vùng) | B: 近づきます (ちかづきます - Lại gần, tiếp cận) | C: 住みます (すみます - Sống, sinh sống) | D: 最近 (さいきん - Gần đây, dạo này). => Đáp án đúng là D vì 'Gần đây, dạo này' tiếng Nhật là 「最近」.",
41,Từ 「しんせつ」 được viết bằng chữ Kanji nào?,親切,外国語,お年玉,最近,A,"A: 親切 (しんせつ - Thân thiện, tử tế) | B: 外国語 (がいこくご - Ngoại ngữ) | C: お年玉 (おとしだま - Tiền mừng tuổi) | D: 最近 (さいきん - Gần đây, dạo này). => Đáp án đúng là A vì từ 'しんせつ' được viết là 「親切」.",
42,Cách đọc của chữ 「台所」 là gì?,だいどころ,きります,くに,めだまやき,A,"A: だいどころ (Bếp, phòng bếp) | B: きります (Cắt, cứa; ngắt (nguồn điện, điện thoại)) | C: くに (Đất nước) | D: めだまやき (Trứng ốp la). => Đáp án đúng là A vì chữ 「台所」 đọc là 'だいどころ'.",
43,Cách đọc của chữ 「切符」 là gì?,きって,くに,きっぷ,たいせつ,C,A: きって (Con tem) | B: くに (Đất nước) | C: きっぷ (Vé) | D: たいせつ (Quan trọng). => Đáp án đúng là C vì chữ 「切符」 đọc là 'きっぷ'.,
44,Từ 「めだまやき」 được viết bằng chữ Kanji nào?,目玉焼き,住みます,切手,主人公,A,"A: 目玉焼き (めだまやき - Trứng ốp la) | B: 住みます (すみます - Sống, sinh sống) | C: 切手 (きって - Con tem) | D: 主人公 (しゅじんこう - Nhân vật chính). => Đáp án đúng là A vì từ 'めだまやき' được viết là 「目玉焼き」.",
45,Từ 「このへん」 được viết bằng chữ Kanji nào?,この辺,切手,国,近い,A,"A: この辺 (このへん - Vùng này, khu vực này) | B: 切手 (きって - Con tem) | C: 国 (くに - Đất nước) | D: 近い (ちかい - Gần, sát). => Đáp án đúng là A vì từ 'このへん' được viết là 「この辺」.",
46,Cách đọc của chữ 「国」 là gì?,ちかづきます,がいこくご,くに,しやくしょ,C,"A: ちかづきます (Lại gần, tiếp cận) | B: がいこくご (Ngoại ngữ) | C: くに (Đất nước) | D: しやくしょ (Tòa thị chính). => Đáp án đúng là C vì chữ 「国」 đọc là 'くに'.",
47,Từ 「しゅじんこう」 được viết bằng chữ Kanji nào?,切符,台所,切手,主人公,D,"A: 切符 (きっぷ - Vé) | B: 台所 (だいどころ - Bếp, phòng bếp) | C: 切手 (きって - Con tem) | D: 主人公 (しゅじんこう - Nhân vật chính). => Đáp án đúng là D vì từ 'しゅじんこう' được viết là 「主人公」.",
48,Từ 「だいどころ」 được viết bằng chữ Kanji nào?,台所,外国,住みます,近所,A,"A: 台所 (だいどころ - Bếp, phòng bếp) | B: 外国 (がいこく - Nước ngoài) | C: 住みます (すみます - Sống, sinh sống) | D: 近所 (きんじょ - Hàng xóm, khu lân cận). => Đáp án đúng là A vì từ 'だいどころ' được viết là 「台所」.",
49,Cách đọc của chữ 「最近」 là gì?,さいきん,きって,しめきり,しんせつ,A,"A: さいきん (Gần đây, dạo này) | B: きって (Con tem) | C: しめきり (Hạn chót) | D: しんせつ (Thân thiện, tử tế). => Đáp án đúng là A vì chữ 「最近」 đọc là 'さいきん'.",
50,Cách đọc của chữ 「締め切り」 là gì?,ところ,たいせつ,しめきり,きって,C,"A: ところ (Nơi, chỗ) | B: たいせつ (Quan trọng) | C: しめきり (Hạn chót) | D: きって (Con tem). => Đáp án đúng là C vì chữ 「締め切り」 đọc là 'しめきり'.",
51,"Từ nào dưới đây có nghĩa là: 「Vùng này, khu vực này」?",外国,辺,この辺,王様,C,"A: 外国 (がいこく - Nước ngoài) | B: 辺 (へん - Khu vực, vùng) | C: この辺 (このへん - Vùng này, khu vực này) | D: 王様 (おうさま - Nhà vua). => Đáp án đúng là C vì 'Vùng này, khu vực này' tiếng Nhật là 「この辺」.",
52,Từ 「ところ」 được viết bằng chữ Kanji nào?,所,親切,国,近づきます,A,"A: 所 (ところ - Nơi, chỗ) | B: 親切 (しんせつ - Thân thiện, tử tế) | C: 国 (くに - Đất nước) | D: 近づきます (ちかづきます - Lại gần, tiếp cận). => Đáp án đúng là A vì từ 'ところ' được viết là 「所」.",
53,Cách đọc của chữ 「主人公」 là gì?,しゅじんこう,がいこく,じゅうしょ,おうさま,A,"A: しゅじんこう (Nhân vật chính) | B: がいこく (Nước ngoài) | C: じゅうしょ (Địa chỉ, nơi ở) | D: おうさま (Nhà vua). => Đáp án đúng là A vì chữ 「主人公」 đọc là 'しゅじんこう'.",
54,Từ 「じゅうしょ」 được viết bằng chữ Kanji nào?,住所,住みます,所,国,A,"A: 住所 (じゅうしょ - Địa chỉ, nơi ở) | B: 住みます (すみます - Sống, sinh sống) | C: 所 (ところ - Nơi, chỗ) | D: 国 (くに - Đất nước). => Đáp án đúng là A vì từ 'じゅうしょ' được viết là 「住所」.",
55,Cách đọc của chữ 「お年玉」 là gì?,めだまやき,おうさま,おとしだま,へん,C,"A: めだまやき (Trứng ốp la) | B: おうさま (Nhà vua) | C: おとしだま (Tiền mừng tuổi) | D: へん (Khu vực, vùng). => Đáp án đúng là C vì chữ 「お年玉」 đọc là 'おとしだま'.",
56,Từ 「おうさま」 được viết bằng chữ Kanji nào?,王様,締め切り,この辺,外国,A,"A: 王様 (おうさま - Nhà vua) | B: 締め切り (しめきり - Hạn chót) | C: この辺 (このへん - Vùng này, khu vực này) | D: 外国 (がいこく - Nước ngoài). => Đáp án đúng là A vì từ 'おうさま' được viết là 「王様」.",
57,Từ nào dưới đây có nghĩa là: 「Hạn chót」?,締め切り,国,切手,住みます,A,"A: 締め切り (しめきり - Hạn chót) | B: 国 (くに - Đất nước) | C: 切手 (きって - Con tem) | D: 住みます (すみます - Sống, sinh sống). => Đáp án đúng là A vì 'Hạn chót' tiếng Nhật là 「締め切り」.",
58,Từ 「おとしだま」 được viết bằng chữ Kanji nào?,お年玉,住みます,近づきます,この辺,A,"A: お年玉 (おとしだま - Tiền mừng tuổi) | B: 住みます (すみます - Sống, sinh sống) | C: 近づきます (ちかづきます - Lại gần, tiếp cận) | D: この辺 (このへん - Vùng này, khu vực này). => Đáp án đúng là A vì từ 'おとしだま' được viết là 「お年玉」.",
59,Từ 「くに」 được viết bằng chữ Kanji nào?,切符,外国,所,国,D,"A: 切符 (きっぷ - Vé) | B: 外国 (がいこく - Nước ngoài) | C: 所 (ところ - Nơi, chỗ) | D: 国 (くに - Đất nước). => Đáp án đúng là D vì từ 'くに' được viết là 「国」.",
60,"Từ nào dưới đây có nghĩa là: 「Nơi, chỗ」?",住所,台所,所,切符,C,"A: 住所 (じゅうしょ - Địa chỉ, nơi ở) | B: 台所 (だいどころ - Bếp, phòng bếp) | C: 所 (ところ - Nơi, chỗ) | D: 切符 (きっぷ - Vé). => Đáp án đúng là C vì 'Nơi, chỗ' tiếng Nhật là 「所」.",
61,Từ nào dưới đây có nghĩa là: 「Đất nước」?,辺,切符,外国,国,D,"A: 辺 (へん - Khu vực, vùng) | B: 切符 (きっぷ - Vé) | C: 外国 (がいこく - Nước ngoài) | D: 国 (くに - Đất nước). => Đáp án đúng là D vì 'Đất nước' tiếng Nhật là 「国」.",
62,Từ 「がいこくご」 được viết bằng chữ Kanji nào?,外国,ご主人,台所,外国語,D,"A: 外国 (がいこく - Nước ngoài) | B: ご主人 (ごしゅじん - Chồng (người khác)) | C: 台所 (だいどころ - Bếp, phòng bếp) | D: 外国語 (がいこくご - Ngoại ngữ). => Đáp án đúng là D vì từ 'がいこくご' được viết là 「外国語」.",
63,Từ nào dưới đây có nghĩa là: 「Vé」?,住所,近い,近づきます,切符,D,"A: 住所 (じゅうしょ - Địa chỉ, nơi ở) | B: 近い (ちかい - Gần, sát) | C: 近づきます (ちかづきます - Lại gần, tiếp cận) | D: 切符 (きっぷ - Vé). => Đáp án đúng là D vì 'Vé' tiếng Nhật là 「切符」.",
64,Từ nào dưới đây có nghĩa là: 「Tiền mừng tuổi」?,締め切り,辺,お年玉,切符,C,"A: 締め切り (しめきり - Hạn chót) | B: 辺 (へん - Khu vực, vùng) | C: お年玉 (おとしだま - Tiền mừng tuổi) | D: 切符 (きっぷ - Vé). => Đáp án đúng là C vì 'Tiền mừng tuổi' tiếng Nhật là 「お年玉」.",
65,"Từ nào dưới đây có nghĩa là: 「Khu vực, vùng」?",王様,市役所,辺,締め切り,C,"A: 王様 (おうさま - Nhà vua) | B: 市役所 (しやくしょ - Tòa thị chính) | C: 辺 (へん - Khu vực, vùng) | D: 締め切り (しめきり - Hạn chót). => Đáp án đúng là C vì 'Khu vực, vùng' tiếng Nhật là 「辺」.",
66,Cách đọc của chữ 「切手」 là gì?,たいせつ,さいきん,きって,ところ,C,"A: たいせつ (Quan trọng) | B: さいきん (Gần đây, dạo này) | C: きって (Con tem) | D: ところ (Nơi, chỗ). => Đáp án đúng là C vì chữ 「切手」 đọc là 'きって'.",
67,Từ 「ちかい」 được viết bằng chữ Kanji nào?,ご主人,住所,近い,この辺,C,"A: ご主人 (ごしゅじん - Chồng (người khác)) | B: 住所 (じゅうしょ - Địa chỉ, nơi ở) | C: 近い (ちかい - Gần, sát) | D: この辺 (このへん - Vùng này, khu vực này). => Đáp án đúng là C vì từ 'ちかい' được viết là 「近い」.",
68,"Từ nào dưới đây có nghĩa là: 「Sống, sinh sống」?",台所,住みます,親切,辺,B,"A: 台所 (だいどころ - Bếp, phòng bếp) | B: 住みます (すみます - Sống, sinh sống) | C: 親切 (しんせつ - Thân thiện, tử tế) | D: 辺 (へん - Khu vực, vùng). => Đáp án đúng là B vì 'Sống, sinh sống' tiếng Nhật là 「住みます」.",
69,Cách đọc của chữ 「目玉焼き」 là gì?,めだまやき,かいぬし,ところ,くに,A,"A: めだまやき (Trứng ốp la) | B: かいぬし (Chủ nuôi) | C: ところ (Nơi, chỗ) | D: くに (Đất nước). => Đáp án đúng là A vì chữ 「目玉焼き」 đọc là 'めだまやき'.",
70,"Từ nào dưới đây có nghĩa là: 「Cắt, cứa; ngắt (nguồn điện, điện thoại)」?",飼い主,締め切り,ご主人,切ります,D,"A: 飼い主 (かいぬし - Chủ nuôi) | B: 締め切り (しめきり - Hạn chót) | C: ご主人 (ごしゅじん - Chồng (người khác)) | D: 切ります (きります - Cắt, cứa; ngắt (nguồn điện, điện thoại)). => Đáp án đúng là D vì 'Cắt, cứa; ngắt (nguồn điện, điện thoại)' tiếng Nhật là 「切ります」.",
71,Từ 「かいぬし」 được viết bằng chữ Kanji nào?,飼い主,締め切り,切ります,外国語,A,"A: 飼い主 (かいぬし - Chủ nuôi) | B: 締め切り (しめきり - Hạn chót) | C: 切ります (きります - Cắt, cứa; ngắt (nguồn điện, điện thoại)) | D: 外国語 (がいこくご - Ngoại ngữ). => Đáp án đúng là A vì từ 'かいぬし' được viết là 「飼い主」.",
72,Từ nào dưới đây có nghĩa là: 「Quan trọng」?,締め切り,切符,大切,切ります,C,"A: 締め切り (しめきり - Hạn chót) | B: 切符 (きっぷ - Vé) | C: 大切 (たいせつ - Quan trọng) | D: 切ります (きります - Cắt, cứa; ngắt (nguồn điện, điện thoại)). => Đáp án đúng là C vì 'Quan trọng' tiếng Nhật là 「大切」.",
73,Từ nào dưới đây có nghĩa là: 「Chủ nuôi」?,飼い主,住みます,親切,大切,A,"A: 飼い主 (かいぬし - Chủ nuôi) | B: 住みます (すみます - Sống, sinh sống) | C: 親切 (しんせつ - Thân thiện, tử tế) | D: 大切 (たいせつ - Quan trọng). => Đáp án đúng là A vì 'Chủ nuôi' tiếng Nhật là 「飼い主」.",
74,Từ nào dưới đây có nghĩa là: 「Tòa thị chính」?,親切,近い,市役所,外国語,C,"A: 親切 (しんせつ - Thân thiện, tử tế) | B: 近い (ちかい - Gần, sát) | C: 市役所 (しやくしょ - Tòa thị chính) | D: 外国語 (がいこくご - Ngoại ngữ). => Đáp án đúng là C vì 'Tòa thị chính' tiếng Nhật là 「市役所」.",
75,Từ 「きります」 được viết bằng chữ Kanji nào?,この辺,外国,切ります,近所,C,"A: この辺 (このへん - Vùng này, khu vực này) | B: 外国 (がいこく - Nước ngoài) | C: 切ります (きります - Cắt, cứa; ngắt (nguồn điện, điện thoại)) | D: 近所 (きんじょ - Hàng xóm, khu lân cận). => Đáp án đúng là C vì từ 'きります' được viết là 「切ります」.",
76,Từ 「しやくしょ」 được viết bằng chữ Kanji nào?,近所,最近,市役所,切手,C,"A: 近所 (きんじょ - Hàng xóm, khu lân cận) | B: 最近 (さいきん - Gần đây, dạo này) | C: 市役所 (しやくしょ - Tòa thị chính) | D: 切手 (きって - Con tem). => Đáp án đúng là C vì từ 'しやくしょ' được viết là 「市役所」.",
77,Từ nào dưới đây có nghĩa là: 「Quốc tế」?,所,外国語,主人公,国際,D,"A: 所 (ところ - Nơi, chỗ) | B: 外国語 (がいこくご - Ngoại ngữ) | C: 主人公 (しゅじんこう - Nhân vật chính) | D: 国際 (こくさい - Quốc tế). => Đáp án đúng là D vì 'Quốc tế' tiếng Nhật là 「国際」.",
78,Cách đọc của chữ 「近い」 là gì?,すみます,ごしゅじん,おうさま,ちかい,D,"A: すみます (Sống, sinh sống) | B: ごしゅじん (Chồng (người khác)) | C: おうさま (Nhà vua) | D: ちかい (Gần, sát). => Đáp án đúng là D vì chữ 「近い」 đọc là 'ちかい'.",
79,Cách đọc của chữ 「外国」 là gì?,がいこく,すみます,おうさま,さいきん,A,"A: がいこく (Nước ngoài) | B: すみます (Sống, sinh sống) | C: おうさま (Nhà vua) | D: さいきん (Gần đây, dạo này). => Đáp án đúng là A vì chữ 「外国」 đọc là 'がいこく'.",
80,Từ 「たいせつ」 được viết bằng chữ Kanji nào?,外国語,近づきます,切手,大切,D,"A: 外国語 (がいこくご - Ngoại ngữ) | B: 近づきます (ちかづきます - Lại gần, tiếp cận) | C: 切手 (きって - Con tem) | D: 大切 (たいせつ - Quan trọng). => Đáp án đúng là D vì từ 'たいせつ' được viết là 「大切」.",
