ID,Câu hỏi,Đáp án A,Đáp án B,Đáp án C,Đáp án D,Đáp án đúng,Giải thích,Ví dụ
33,Cách đọc của chữ 「感動」 là gì?,ちから,みじかい,どうが,かんどう,D,"A: ちから (nghĩa là: Sức mạnh) | B: みじかい (nghĩa là: Ngắn) | C: どうが (nghĩa là: Video, clip) | D: かんどう (nghĩa là: Cảm động, ấn tượng). => Đáp án đúng là D vì chữ 「感動」 đọc là 'かんどう'.",映画を見て感動した (Xem phim và thấy cảm động)
34,Từ nào dưới đây có nghĩa là: 「Ngắn」?,歯医者,不動産,短い,お皿,C,A: 歯医者 (はいしゃ - Nha sĩ) | B: 不動産 (ふどうさん - Bất động sản) | C: 短い (みじかい - Ngắn) | D: お皿 (おさら - Chiếc đĩa). => Đáp án đúng là C vì 'Ngắn' trong tiếng Nhật là 「短い」.,短い髪 (Tóc ngắn)
35,Từ 「おしらせ」 được viết bằng chữ Kanji nào?,承知,血,医者,お知らせ,D,"A: 承知 (đọc là しょうち, nghĩa là: Đồng ý, hiểu rõ) | B: 血 (đọc là ち, nghĩa là: Máu) | C: 医者 (đọc là いしゃ, nghĩa là: Bác sĩ) | D: お知らせ (đọc là おしらせ, nghĩa là: Thông báo). => Đáp án đúng là D vì từ 'おしらせ' được viết bằng Kanji là 「お知らせ」.",大切なお知らせ (Thông báo quan trọng)
36,Cách đọc của chữ 「歯医者」 là gì?,はいしゃ,いしゃ,どうが,ふどうさん,A,"A: はいしゃ (nghĩa là: Nha sĩ) | B: いしゃ (nghĩa là: Bác sĩ) | C: どうが (nghĩa là: Video, clip) | D: ふどうさん (nghĩa là: Bất động sản). => Đáp án đúng là A vì chữ 「歯医者」 đọc là 'はいしゃ'.",歯医者に行く (Đi nha sĩ)
37,Từ 「おさら」 được viết bằng chữ Kanji nào?,お皿,協力,力,歯医者,A,"A: お皿 (đọc là おさら, nghĩa là: Chiếc đĩa) | B: 協力 (đọc là きょうりょく, nghĩa là: Hợp tác, hiệp lực) | C: 力 (đọc là ちから, nghĩa là: Sức mạnh) | D: 歯医者 (đọc là はいしゃ, nghĩa là: Nha sĩ). => Đáp án đúng là A vì từ 'おさら' được viết bằng Kanji là 「お皿」.",お皿を洗う (Rửa đĩa)
38,"Từ nào dưới đây có nghĩa là: 「Vận động, thể dục」?",運動します,承知,医学,動きます,A,"A: 運動します (うんどうします - Vận động, thể dục) | B: 承知 (しょうち - Đồng ý, hiểu rõ) | C: 医学 (いがく - Y học) | D: 動きます (うごきます - Cử động, chuyển động). => Đáp án đúng là A vì 'Vận động, thể dục' trong tiếng Nhật là 「運動します」.",毎日運動します (Vận động mỗi ngày)
39,Cách đọc của chữ 「自動」 là gì?,うごきます,ちから,じどう,かんどう,C,"A: うごきます (nghĩa là: Cử động, chuyển động) | B: ちから (nghĩa là: Sức mạnh) | C: じどう (nghĩa là: Tự động) | D: かんどう (nghĩa là: Cảm động, ấn tượng). => Đáp án đúng là C vì chữ 「自動」 đọc là 'じどう'.",自動ドア (Cửa tự động)
40,"Từ nào dưới đây có nghĩa là: 「Cử động, chuyển động」?",動きます,力,承知,歯医者,A,"A: 動きます (うごきます - Cử động, chuyển động) | B: 力 (ちから - Sức mạnh) | C: 承知 (しょうち - Đồng ý, hiểu rõ) | D: 歯医者 (はいしゃ - Nha sĩ). => Đáp án đúng là A vì 'Cử động, chuyển động' trong tiếng Nhật là 「動きます」.",時計が動きます (Đồng hồ chạy)
41,Cách đọc của chữ 「運動します」 là gì?,はいしゃ,しりあい,みじかい,うんどうします,D,"A: はいしゃ (nghĩa là: Nha sĩ) | B: しりあい (nghĩa là: Người quen) | C: みじかい (nghĩa là: Ngắn) | D: うんどうします (nghĩa là: Vận động, thể dục). => Đáp án đúng là D vì chữ 「運動します」 đọc là 'うんどうします'.",毎日運動します (Vận động mỗi ngày)
42,Từ 「どうが」 được viết bằng chữ Kanji nào?,感動,短気,自動,動画,D,"A: 感動 (đọc là かんどう, nghĩa là: Cảm động, ấn tượng) | B: 短気 (đọc là たんき, nghĩa là: Nóng nảy, dễ nổi nóng) | C: 自動 (đọc là じどう, nghĩa là: Tự động) | D: 動画 (đọc là どうが, nghĩa là: Video, clip). => Đáp án đúng là D vì từ 'どうが' được viết bằng Kanji là 「動画」.",動画を見る (Xem video)
43,Cách đọc của chữ 「医学」 là gì?,しょうち,しりあい,みじかい,いがく,D,"A: しょうち (nghĩa là: Đồng ý, hiểu rõ) | B: しりあい (nghĩa là: Người quen) | C: みじかい (nghĩa là: Ngắn) | D: いがく (nghĩa là: Y học). => Đáp án đúng là D vì chữ 「医学」 đọc là 'いがく'.",医学を勉強する (Học y khoa)
44,Cách đọc của chữ 「血」 là gì?,ちから,どうぶつ,ち,いしゃ,C,A: ちから (nghĩa là: Sức mạnh) | B: どうぶつ (nghĩa là: Động vật) | C: ち (nghĩa là: Máu) | D: いしゃ (nghĩa là: Bác sĩ). => Đáp án đúng là C vì chữ 「血」 đọc là 'ち'.,血が出る (Chảy máu)
45,Cách đọc của chữ 「知ります」 là gì?,しります,どうぶつ,はいしゃ,かんどう,A,"A: しります (nghĩa là: Biết) | B: どうぶつ (nghĩa là: Động vật) | C: はいしゃ (nghĩa là: Nha sĩ) | D: かんどう (nghĩa là: Cảm động, ấn tượng). => Đáp án đúng là A vì chữ 「知ります」 đọc là 'しります'.",そのニュースを知ります (Biết tin đó)
46,"Từ nào dưới đây có nghĩa là: 「Hợp tác, hiệp lực」?",お皿,動画,運動します,協力,D,"A: お皿 (おさら - Chiếc đĩa) | B: 動画 (どうが - Video, clip) | C: 運動します (うんどうします - Vận động, thể dục) | D: 協力 (きょうりょく - Hợp tác, hiệp lực). => Đáp án đúng là D vì 'Hợp tác, hiệp lực' trong tiếng Nhật là 「協力」.",ご協力お願いします (Rất mong nhận được sự hợp tác)
47,Từ 「いしゃ」 được viết bằng chữ Kanji nào?,医者,働きます,不動産,動画,A,"A: 医者 (đọc là いしゃ, nghĩa là: Bác sĩ) | B: 働きます (đọc là はたらきます, nghĩa là: Làm việc) | C: 不動産 (đọc là ふどうさん, nghĩa là: Bất động sản) | D: 動画 (đọc là どうが, nghĩa là: Video, clip). => Đáp án đúng là A vì từ 'いしゃ' được viết bằng Kanji là 「医者」.",医者になる (Trở thành bác sĩ)
48,Từ 「しります」 được viết bằng chữ Kanji nào?,動きます,知ります,歯医者,協力,B,"A: 動きます (đọc là うごきます, nghĩa là: Cử động, chuyển động) | B: 知ります (đọc là しります, nghĩa là: Biết) | C: 歯医者 (đọc là はいしゃ, nghĩa là: Nha sĩ) | D: 協力 (đọc là きょうりょく, nghĩa là: Hợp tác, hiệp lực). => Đáp án đúng là B vì từ 'しります' được viết bằng Kanji là 「知ります」.",そのニュースを知ります (Biết tin đó)
49,Từ nào dưới đây có nghĩa là: 「Động vật」?,動物,協力,働きます,医者,A,"A: 動物 (どうぶつ - Động vật) | B: 協力 (きょうりょく - Hợp tác, hiệp lực) | C: 働きます (はたらきます - Làm việc) | D: 医者 (いしゃ - Bác sĩ). => Đáp án đúng là A vì 'Động vật' trong tiếng Nhật là 「動物」.",動物園 (Sở thú)
50,Từ 「うごきます」 được viết bằng chữ Kanji nào?,動きます,医者,歯医者,お知らせ,A,"A: 動きます (đọc là うごきます, nghĩa là: Cử động, chuyển động) | B: 医者 (đọc là いしゃ, nghĩa là: Bác sĩ) | C: 歯医者 (đọc là はいしゃ, nghĩa là: Nha sĩ) | D: お知らせ (đọc là おしらせ, nghĩa là: Thông báo). => Đáp án đúng là A vì từ 'うごきます' được viết bằng Kanji là 「動きます」.",時計が動きます (Đồng hồ chạy)
51,Cách đọc của chữ 「お知らせ」 là gì?,いがく,おしらせ,しります,うごきます,B,"A: いがく (nghĩa là: Y học) | B: おしらせ (nghĩa là: Thông báo) | C: しります (nghĩa là: Biết) | D: うごきます (nghĩa là: Cử động, chuyển động). => Đáp án đúng là B vì chữ 「お知らせ」 đọc là 'おしらせ'.",大切なお知らせ (Thông báo quan trọng)
52,Cách đọc của chữ 「お皿」 là gì?,ちから,しりあい,うごきます,おさら,D,"A: ちから (nghĩa là: Sức mạnh) | B: しりあい (nghĩa là: Người quen) | C: うごきます (nghĩa là: Cử động, chuyển động) | D: おさら (nghĩa là: Chiếc đĩa). => Đáp án đúng là D vì chữ 「お皿」 đọc là 'おさら'.",お皿を洗う (Rửa đĩa)
53,Từ 「たんき」 được viết bằng chữ Kanji nào?,医者,短気,医学,協力,B,"A: 医者 (đọc là いしゃ, nghĩa là: Bác sĩ) | B: 短気 (đọc là たんき, nghĩa là: Nóng nảy, dễ nổi nóng) | C: 医学 (đọc là いがく, nghĩa là: Y học) | D: 協力 (đọc là きょうりょく, nghĩa là: Hợp tác, hiệp lực). => Đáp án đúng là B vì từ 'たんき' được viết bằng Kanji là 「短気」.",短気な人 (Người nóng tính)
54,Cách đọc của chữ 「承知」 là gì?,しりあい,きょうりょく,しょうち,みじかい,C,"A: しりあい (nghĩa là: Người quen) | B: きょうりょく (nghĩa là: Hợp tác, hiệp lực) | C: しょうち (nghĩa là: Đồng ý, hiểu rõ) | D: みじかい (nghĩa là: Ngắn). => Đáp án đúng là C vì chữ 「承知」 đọc là 'しょうち'.",承知いたしました (Tôi đã hiểu rõ rồi ạ)
55,Từ nào dưới đây có nghĩa là: 「Sức mạnh」?,動物,力,お知らせ,動画,B,"A: 動物 (どうぶつ - Động vật) | B: 力 (ちから - Sức mạnh) | C: お知らせ (おしらせ - Thông báo) | D: 動画 (どうが - Video, clip). => Đáp án đúng là B vì 'Sức mạnh' trong tiếng Nhật là 「力」.",力仕事 (Công việc cần sức lực)
56,"Từ nào dưới đây có nghĩa là: 「Đồng ý, hiểu rõ」?",知り合い,承知,協力,血,B,"A: 知り合い (しりあい - Người quen) | B: 承知 (しょうち - Đồng ý, hiểu rõ) | C: 協力 (きょうりょく - Hợp tác, hiệp lực) | D: 血 (ち - Máu). => Đáp án đúng là B vì 'Đồng ý, hiểu rõ' trong tiếng Nhật là 「承知」.",承知いたしました (Tôi đã hiểu rõ rồi ạ)
57,Từ nào dưới đây có nghĩa là: 「Y học」?,動物,血,感動,医学,D,"A: 動物 (どうぶつ - Động vật) | B: 血 (ち - Máu) | C: 感動 (かんどう - Cảm động, ấn tượng) | D: 医学 (いがく - Y học). => Đáp án đúng là D vì 'Y học' trong tiếng Nhật là 「医学」.",医学を勉強する (Học y khoa)
58,Từ nào dưới đây có nghĩa là: 「Bác sĩ」?,短気,力,医者,協力,C,"A: 短気 (たんき - Nóng nảy, dễ nổi nóng) | B: 力 (ちから - Sức mạnh) | C: 医者 (いしゃ - Bác sĩ) | D: 協力 (きょうりょく - Hợp tác, hiệp lực). => Đáp án đúng là C vì 'Bác sĩ' trong tiếng Nhật là 「医者」.",医者になる (Trở thành bác sĩ)
59,Cách đọc của chữ 「不動産」 là gì?,じどう,おしらせ,いがく,ふどうさん,D,A: じどう (nghĩa là: Tự động) | B: おしらせ (nghĩa là: Thông báo) | C: いがく (nghĩa là: Y học) | D: ふどうさん (nghĩa là: Bất động sản). => Đáp án đúng là D vì chữ 「不動産」 đọc là 'ふどうさん'.,不動産屋 (Công ty bất động sản)
60,Cách đọc của chữ 「働きます」 là gì?,はたらきます,ちから,みじかい,しります,A,A: はたらきます (nghĩa là: Làm việc) | B: ちから (nghĩa là: Sức mạnh) | C: みじかい (nghĩa là: Ngắn) | D: しります (nghĩa là: Biết). => Đáp án đúng là A vì chữ 「働きます」 đọc là 'はたらきます'.,会社で働きます (Làm việc ở công ty)
61,Từ nào dưới đây có nghĩa là: 「Làm việc」?,感動,医学,働きます,知り合い,C,"A: 感動 (かんどう - Cảm động, ấn tượng) | B: 医学 (いがく - Y học) | C: 働きます (はたらきます - Làm việc) | D: 知り合い (しりあい - Người quen). => Đáp án đúng là C vì 'Làm việc' trong tiếng Nhật là 「働きます」.",会社で働きます (Làm việc ở công ty)
62,Từ 「はたらきます」 được viết bằng chữ Kanji nào?,血,働きます,医学,歯医者,B,"A: 血 (đọc là ち, nghĩa là: Máu) | B: 働きます (đọc là はたらきます, nghĩa là: Làm việc) | C: 医学 (đọc là いがく, nghĩa là: Y học) | D: 歯医者 (đọc là はいしゃ, nghĩa là: Nha sĩ). => Đáp án đúng là B vì từ 'はたらきます' được viết bằng Kanji là 「働きます」.",会社で働きます (Làm việc ở công ty)
63,"Từ nào dưới đây có nghĩa là: 「Nóng nảy, dễ nổi nóng」?",感動,お知らせ,知ります,短気,D,"A: 感動 (かんどう - Cảm động, ấn tượng) | B: お知らせ (おしらせ - Thông báo) | C: 知ります (しります - Biết) | D: 短気 (たんき - Nóng nảy, dễ nổi nóng). => Đáp án đúng là D vì 'Nóng nảy, dễ nổi nóng' trong tiếng Nhật là 「短気」.",短気な人 (Người nóng tính)
