ID,Câu hỏi,Đáp án A,Đáp án B,Đáp án C,Đáp án D,Đáp án đúng,Giải thích,Ví dụ
15,Từ 「とけい」 được viết bằng chữ Kanji nào?,時計,地面,腕時計,男性,A,"A: 時計 (とけい - Đồng hồ) | B: 地面 (じめん - Mặt đất) | C: 腕時計 (うでどけい - Đồng hồ đeo tay) | D: 男性 (だんせい - Nam giới, đàn ông). => Đáp án đúng là A vì từ 'とけい' được viết là 「時計」.",
16,Từ 「じめん」 được viết bằng chữ Kanji nào?,女性,工事,時計,地面,D,"A: 女性 (じょせい - Nữ giới, phụ nữ) | B: 工事 (こうじ - Thi công, công trình) | C: 時計 (とけい - Đồng hồ) | D: 地面 (じめん - Mặt đất). => Đáp án đúng là D vì từ 'じめん' được viết là 「地面」.",
17,Cách đọc của chữ 「空港」 là gì?,せつめいしょ,くうき,おもいます,くうこう,D,"A: せつめいしょ (Sách hướng dẫn) | B: くうき (Không khí) | C: おもいます (Nghĩ, cảm thấy) | D: くうこう (Sân bay). => Đáp án đúng là D vì chữ 「空港」 đọc là 'くうこう'.",
18,Từ 「でんち」 được viết bằng chữ Kanji nào?,試験,空,電池,池,C,A: 試験 (しけん - Kỳ thi) | B: 空 (そら - Bầu trời) | C: 電池 (でんち - Cục pin) | D: 池 (いけ - Ao). => Đáp án đúng là C vì từ 'でんち' được viết là 「電池」.,
19,Từ 「せつめいしょ」 được viết bằng chữ Kanji nào?,計画,説明書,地下鉄,男性,B,"A: 計画 (けいかく - Kế hoạch) | B: 説明書 (せつめいしょ - Sách hướng dẫn) | C: 地下鉄 (ちかてつ - Tàu điện ngầm) | D: 男性 (だんせい - Nam giới, đàn ông). => Đáp án đúng là B vì từ 'せつめいしょ' được viết là 「説明書」.",
20,Từ 「しあい」 được viết bằng chữ Kanji nào?,工場,試合,空気,試着します,B,A: 工場 (こうじょう - Nhà máy) | B: 試合 (しあい - Trận thi đấu) | C: 空気 (くうき - Không khí) | D: 試着します (しちゃくします - Mặc thử). => Đáp án đúng là B vì từ 'しあい' được viết là 「試合」.,
21,Từ 「じしん」 được viết bằng chữ Kanji nào?,地震,地図,説明,思います,A,"A: 地震 (じしん - Động đất) | B: 地図 (ちず - Bản đồ) | C: 説明 (せつめい - Giải thích) | D: 思います (おもいます - Nghĩ, cảm thấy). => Đáp án đúng là A vì từ 'じしん' được viết là 「地震」.",
22,Cách đọc của chữ 「思います」 là gì?,おもいます,ちかてつ,こうじょう,せつめい,A,"A: おもいます (Nghĩ, cảm thấy) | B: ちかてつ (Tàu điện ngầm) | C: こうじょう (Nhà máy) | D: せつめい (Giải thích). => Đáp án đúng là A vì chữ 「思います」 đọc là 'おもいます'.",
23,Cách đọc của chữ 「不思議」 là gì?,しちゃくします,じしん,せつめいしょ,ふしぎ,D,"A: しちゃくします (Mặc thử) | B: じしん (Động đất) | C: せつめいしょ (Sách hướng dẫn) | D: ふしぎ (Kì lạ, khó hiểu). => Đáp án đúng là D vì chữ 「不思議」 đọc là 'ふしぎ'.",
24,Từ nào dưới đây có nghĩa là: 「Mặc thử」?,空気,地下鉄,性格,試着します,D,A: 空気 (くうき - Không khí) | B: 地下鉄 (ちかてつ - Tàu điện ngầm) | C: 性格 (せいかく - Tính cách) | D: 試着します (しちゃくします - Mặc thử). => Đáp án đúng là D vì 'Mặc thử' tiếng Nhật là 「試着します」.,
25,Cách đọc của chữ 「試着します」 là gì?,あんしんします,だんせい,しちゃくします,おもいだします,C,"A: あんしんします (Yên tâm, an tâm) | B: だんせい (Nam giới, đàn ông) | C: しちゃくします (Mặc thử) | D: おもいだします (Nhớ ra). => Đáp án đúng là C vì chữ 「試着します」 đọc là 'しちゃくします'.",
26,Cách đọc của chữ 「安心します」 là gì?,こうじょう,しんぱいします,だんせい,あんしんします,D,"A: こうじょう (Nhà máy) | B: しんぱいします (Lo lắng) | C: だんせい (Nam giới, đàn ông) | D: あんしんします (Yên tâm, an tâm). => Đáp án đúng là D vì chữ 「安心します」 đọc là 'あんしんします'.",
27,Từ 「おもいます」 được viết bằng chữ Kanji nào?,地下鉄,工場,思います,電池,C,"A: 地下鉄 (ちかてつ - Tàu điện ngầm) | B: 工場 (こうじょう - Nhà máy) | C: 思います (おもいます - Nghĩ, cảm thấy) | D: 電池 (でんち - Cục pin). => Đáp án đúng là C vì từ 'おもいます' được viết là 「思います」.",
28,Từ 「しんぱいします」 được viết bằng chữ Kanji nào?,心配します,試験,空気,腕時計,A,A: 心配します (しんぱいします - Lo lắng) | B: 試験 (しけん - Kỳ thi) | C: 空気 (くうき - Không khí) | D: 腕時計 (うでどけい - Đồng hồ đeo tay). => Đáp án đúng là A vì từ 'しんぱいします' được viết là 「心配します」.,
29,Cách đọc của chữ 「小説」 là gì?,ちず,しょうせつ,こうじょう,じょせい,B,"A: ちず (Bản đồ) | B: しょうせつ (Tiểu thuyết) | C: こうじょう (Nhà máy) | D: じょせい (Nữ giới, phụ nữ). => Đáp án đúng là B vì chữ 「小説」 đọc là 'しょうせつ'.",
30,Từ 「ちかてつ」 được viết bằng chữ Kanji nào?,空気,地下鉄,思い出します,試着します,B,A: 空気 (くうき - Không khí) | B: 地下鉄 (ちかてつ - Tàu điện ngầm) | C: 思い出します (おもいだします - Nhớ ra) | D: 試着します (しちゃくします - Mặc thử). => Đáp án đúng là B vì từ 'ちかてつ' được viết là 「地下鉄」.,
31,Cách đọc của chữ 「説明会」 là gì?,けいさん,ちかてつ,こうじょう,せつめいかい,D,A: けいさん (Tính toán) | B: ちかてつ (Tàu điện ngầm) | C: こうじょう (Nhà máy) | D: せつめいかい (Buổi hướng dẫn / giải thích). => Đáp án đúng là D vì chữ 「説明会」 đọc là 'せつめいかい'.,
32,Cách đọc của chữ 「腕時計」 là gì?,こうじょう,うでどけい,しけん,そら,B,A: こうじょう (Nhà máy) | B: うでどけい (Đồng hồ đeo tay) | C: しけん (Kỳ thi) | D: そら (Bầu trời). => Đáp án đúng là B vì chữ 「腕時計」 đọc là 'うでどけい'.,
33,Từ nào dưới đây có nghĩa là: 「Giải thích」?,説明,電池,試合,計算,A,A: 説明 (せつめい - Giải thích) | B: 電池 (でんち - Cục pin) | C: 試合 (しあい - Trận thi đấu) | D: 計算 (けいさん - Tính toán). => Đáp án đúng là A vì 'Giải thích' tiếng Nhật là 「説明」.,
34,Từ nào dưới đây có nghĩa là: 「Bầu trời」?,男性,試合,地図,空,D,"A: 男性 (だんせい - Nam giới, đàn ông) | B: 試合 (しあい - Trận thi đấu) | C: 地図 (ちず - Bản đồ) | D: 空 (そら - Bầu trời). => Đáp án đúng là D vì 'Bầu trời' tiếng Nhật là 「空」.",
35,Cách đọc của chữ 「空気」 là gì?,じょせい,でんち,くうき,おもいだします,C,"A: じょせい (Nữ giới, phụ nữ) | B: でんち (Cục pin) | C: くうき (Không khí) | D: おもいだします (Nhớ ra). => Đáp án đúng là C vì chữ 「空気」 đọc là 'くうき'.",
36,Từ 「せつめいかい」 được viết bằng chữ Kanji nào?,地図,説明会,電池,試着します,B,A: 地図 (ちず - Bản đồ) | B: 説明会 (せつめいかい - Buổi hướng dẫn / giải thích) | C: 電池 (でんち - Cục pin) | D: 試着します (しちゃくします - Mặc thử). => Đáp án đúng là B vì từ 'せつめいかい' được viết là 「説明会」.,
37,Từ nào dưới đây có nghĩa là: 「Sân bay」?,空港,小説,空,腕時計,A,A: 空港 (くうこう - Sân bay) | B: 小説 (しょうせつ - Tiểu thuyết) | C: 空 (そら - Bầu trời) | D: 腕時計 (うでどけい - Đồng hồ đeo tay). => Đáp án đúng là A vì 'Sân bay' tiếng Nhật là 「空港」.,
38,Từ 「くうき」 được viết bằng chữ Kanji nào?,池,心配します,空気,電池,C,A: 池 (いけ - Ao) | B: 心配します (しんぱいします - Lo lắng) | C: 空気 (くうき - Không khí) | D: 電池 (でんち - Cục pin). => Đáp án đúng là C vì từ 'くうき' được viết là 「空気」.,
39,Từ nào dưới đây có nghĩa là: 「Đồng hồ」?,時計,空気,空,電池,A,A: 時計 (とけい - Đồng hồ) | B: 空気 (くうき - Không khí) | C: 空 (そら - Bầu trời) | D: 電池 (でんち - Cục pin). => Đáp án đúng là A vì 'Đồng hồ' tiếng Nhật là 「時計」.,
40,Từ nào dưới đây có nghĩa là: 「Không khí」?,空気,空,思い出します,工場,A,A: 空気 (くうき - Không khí) | B: 空 (そら - Bầu trời) | C: 思い出します (おもいだします - Nhớ ra) | D: 工場 (こうじょう - Nhà máy). => Đáp án đúng là A vì 'Không khí' tiếng Nhật là 「空気」.,
41,Từ 「ちず」 được viết bằng chữ Kanji nào?,男性,地図,地震,計画,B,"A: 男性 (だんせい - Nam giới, đàn ông) | B: 地図 (ちず - Bản đồ) | C: 地震 (じしん - Động đất) | D: 計画 (けいかく - Kế hoạch). => Đáp án đúng là B vì từ 'ちず' được viết là 「地図」.",
42,Cách đọc của chữ 「計画」 là gì?,けいさん,けいかく,じめん,せつめいかい,B,A: けいさん (Tính toán) | B: けいかく (Kế hoạch) | C: じめん (Mặt đất) | D: せつめいかい (Buổi hướng dẫn / giải thích). => Đáp án đúng là B vì chữ 「計画」 đọc là 'けいかく'.,
43,Cách đọc của chữ 「地図」 là gì?,せつめいかい,せいかく,じしん,ちず,D,A: せつめいかい (Buổi hướng dẫn / giải thích) | B: せいかく (Tính cách) | C: じしん (Động đất) | D: ちず (Bản đồ). => Đáp án đúng là D vì chữ 「地図」 đọc là 'ちず'.,
44,Từ nào dưới đây có nghĩa là: 「Nhà máy」?,工場,計算,試合,空港,A,A: 工場 (こうじょう - Nhà máy) | B: 計算 (けいさん - Tính toán) | C: 試合 (しあい - Trận thi đấu) | D: 空港 (くうこう - Sân bay). => Đáp án đúng là A vì 'Nhà máy' tiếng Nhật là 「工場」.,
45,Cách đọc của chữ 「工場」 là gì?,うでどけい,けいさん,しょうせつ,こうじょう,D,A: うでどけい (Đồng hồ đeo tay) | B: けいさん (Tính toán) | C: しょうせつ (Tiểu thuyết) | D: こうじょう (Nhà máy). => Đáp án đúng là D vì chữ 「工場」 đọc là 'こうじょう'.,
46,"Từ nào dưới đây có nghĩa là: 「Yên tâm, an tâm」?",空気,安心します,池,地面,B,"A: 空気 (くうき - Không khí) | B: 安心します (あんしんします - Yên tâm, an tâm) | C: 池 (いけ - Ao) | D: 地面 (じめん - Mặt đất). => Đáp án đúng là B vì 'Yên tâm, an tâm' tiếng Nhật là 「安心します」.",
47,Từ nào dưới đây có nghĩa là: 「Đồng hồ đeo tay」?,小説,腕時計,試着します,空気,B,A: 小説 (しょうせつ - Tiểu thuyết) | B: 腕時計 (うでどけい - Đồng hồ đeo tay) | C: 試着します (しちゃくします - Mặc thử) | D: 空気 (くうき - Không khí). => Đáp án đúng là B vì 'Đồng hồ đeo tay' tiếng Nhật là 「腕時計」.,
48,Cách đọc của chữ 「説明書」 là gì?,こうじょう,じしん,ふしぎ,せつめいしょ,D,"A: こうじょう (Nhà máy) | B: じしん (Động đất) | C: ふしぎ (Kì lạ, khó hiểu) | D: せつめいしょ (Sách hướng dẫn). => Đáp án đúng là D vì chữ 「説明書」 đọc là 'せつめいしょ'.",
49,Từ nào dưới đây có nghĩa là: 「Lo lắng」?,試着します,電池,心配します,腕時計,C,A: 試着します (しちゃくします - Mặc thử) | B: 電池 (でんち - Cục pin) | C: 心配します (しんぱいします - Lo lắng) | D: 腕時計 (うでどけい - Đồng hồ đeo tay). => Đáp án đúng là C vì 'Lo lắng' tiếng Nhật là 「心配します」.,
50,Từ nào dưới đây có nghĩa là: 「Tính toán」?,女性,計算,試験,池,B,"A: 女性 (じょせい - Nữ giới, phụ nữ) | B: 計算 (けいさん - Tính toán) | C: 試験 (しけん - Kỳ thi) | D: 池 (いけ - Ao). => Đáp án đúng là B vì 'Tính toán' tiếng Nhật là 「計算」.",
51,"Từ nào dưới đây có nghĩa là: 「Kì lạ, khó hiểu」?",腕時計,不思議,地震,地図,B,"A: 腕時計 (うでどけい - Đồng hồ đeo tay) | B: 不思議 (ふしぎ - Kì lạ, khó hiểu) | C: 地震 (じしん - Động đất) | D: 地図 (ちず - Bản đồ). => Đáp án đúng là B vì 'Kì lạ, khó hiểu' tiếng Nhật là 「不思議」.",
52,Từ nào dưới đây có nghĩa là: 「Tàu điện ngầm」?,時計,地下鉄,空気,試着します,B,A: 時計 (とけい - Đồng hồ) | B: 地下鉄 (ちかてつ - Tàu điện ngầm) | C: 空気 (くうき - Không khí) | D: 試着します (しちゃくします - Mặc thử). => Đáp án đúng là B vì 'Tàu điện ngầm' tiếng Nhật là 「地下鉄」.,
53,Từ 「せつめい」 được viết bằng chữ Kanji nào?,説明,思います,小説,説明会,A,"A: 説明 (せつめい - Giải thích) | B: 思います (おもいます - Nghĩ, cảm thấy) | C: 小説 (しょうせつ - Tiểu thuyết) | D: 説明会 (せつめいかい - Buổi hướng dẫn / giải thích). => Đáp án đúng là A vì từ 'せつめい' được viết là 「説明」.",
54,Từ 「おもいだします」 được viết bằng chữ Kanji nào?,工事,男性,思い出します,説明会,C,"A: 工事 (こうじ - Thi công, công trình) | B: 男性 (だんせい - Nam giới, đàn ông) | C: 思い出します (おもいだします - Nhớ ra) | D: 説明会 (せつめいかい - Buổi hướng dẫn / giải thích). => Đáp án đúng là C vì từ 'おもいだします' được viết là 「思い出します」.",
55,Từ 「しけん」 được viết bằng chữ Kanji nào?,安心します,空気,試験,性格,C,"A: 安心します (あんしんします - Yên tâm, an tâm) | B: 空気 (くうき - Không khí) | C: 試験 (しけん - Kỳ thi) | D: 性格 (せいかく - Tính cách). => Đáp án đúng là C vì từ 'しけん' được viết là 「試験」.",
56,Cách đọc của chữ 「思い出します」 là gì?,いけ,しあい,おもいだします,こうじょう,C,A: いけ (Ao) | B: しあい (Trận thi đấu) | C: おもいだします (Nhớ ra) | D: こうじょう (Nhà máy). => Đáp án đúng là C vì chữ 「思い出します」 đọc là 'おもいだします'.,
57,"Từ nào dưới đây có nghĩa là: 「Thi công, công trình」?",計算,工事,性格,地面,B,"A: 計算 (けいさん - Tính toán) | B: 工事 (こうじ - Thi công, công trình) | C: 性格 (せいかく - Tính cách) | D: 地面 (じめん - Mặt đất). => Đáp án đúng là B vì 'Thi công, công trình' tiếng Nhật là 「工事」.",
58,Từ nào dưới đây có nghĩa là: 「Trận thi đấu」?,思い出します,心配します,空港,試合,D,A: 思い出します (おもいだします - Nhớ ra) | B: 心配します (しんぱいします - Lo lắng) | C: 空港 (くうこう - Sân bay) | D: 試合 (しあい - Trận thi đấu). => Đáp án đúng là D vì 'Trận thi đấu' tiếng Nhật là 「試合」.,
59,Từ 「せいかく」 được viết bằng chữ Kanji nào?,性格,空,地下鉄,時計,A,A: 性格 (せいかく - Tính cách) | B: 空 (そら - Bầu trời) | C: 地下鉄 (ちかてつ - Tàu điện ngầm) | D: 時計 (とけい - Đồng hồ). => Đáp án đúng là A vì từ 'せいかく' được viết là 「性格」.,
60,Từ 「しょうせつ」 được viết bằng chữ Kanji nào?,空気,腕時計,男性,小説,D,"A: 空気 (くうき - Không khí) | B: 腕時計 (うでどけい - Đồng hồ đeo tay) | C: 男性 (だんせい - Nam giới, đàn ông) | D: 小説 (しょうせつ - Tiểu thuyết). => Đáp án đúng là D vì từ 'しょうせつ' được viết là 「小説」.",
61,Cách đọc của chữ 「試合」 là gì?,うでどけい,ちず,しあい,けいさん,C,A: うでどけい (Đồng hồ đeo tay) | B: ちず (Bản đồ) | C: しあい (Trận thi đấu) | D: けいさん (Tính toán). => Đáp án đúng là C vì chữ 「試合」 đọc là 'しあい'.,
62,Từ 「いけ」 được viết bằng chữ Kanji nào?,説明書,男性,工事,池,D,"A: 説明書 (せつめいしょ - Sách hướng dẫn) | B: 男性 (だんせい - Nam giới, đàn ông) | C: 工事 (こうじ - Thi công, công trình) | D: 池 (いけ - Ao). => Đáp án đúng là D vì từ 'いけ' được viết là 「池」.",
63,Từ 「こうじょう」 được viết bằng chữ Kanji nào?,地面,計算,工場,安心します,C,"A: 地面 (じめん - Mặt đất) | B: 計算 (けいさん - Tính toán) | C: 工場 (こうじょう - Nhà máy) | D: 安心します (あんしんします - Yên tâm, an tâm). => Đáp án đúng là C vì từ 'こうじょう' được viết là 「工場」.",
64,Từ nào dưới đây có nghĩa là: 「Kỳ thi」?,説明会,試験,計算,工事,B,"A: 説明会 (せつめいかい - Buổi hướng dẫn / giải thích) | B: 試験 (しけん - Kỳ thi) | C: 計算 (けいさん - Tính toán) | D: 工事 (こうじ - Thi công, công trình). => Đáp án đúng là B vì 'Kỳ thi' tiếng Nhật là 「試験」.",
65,"Từ nào dưới đây có nghĩa là: 「Nghĩ, cảm thấy」?",思います,男性,思い出します,地震,A,"A: 思います (おもいます - Nghĩ, cảm thấy) | B: 男性 (だんせい - Nam giới, đàn ông) | C: 思い出します (おもいだします - Nhớ ra) | D: 地震 (じしん - Động đất). => Đáp án đúng là A vì 'Nghĩ, cảm thấy' tiếng Nhật là 「思います」.",
66,Từ nào dưới đây có nghĩa là: 「Động đất」?,地震,思います,説明,計算,A,"A: 地震 (じしん - Động đất) | B: 思います (おもいます - Nghĩ, cảm thấy) | C: 説明 (せつめい - Giải thích) | D: 計算 (けいさん - Tính toán). => Đáp án đúng là A vì 'Động đất' tiếng Nhật là 「地震」.",
67,Cách đọc của chữ 「説明」 là gì?,じしん,せつめいしょ,せつめい,だんせい,C,"A: じしん (Động đất) | B: せつめいしょ (Sách hướng dẫn) | C: せつめい (Giải thích) | D: だんせい (Nam giới, đàn ông). => Đáp án đúng là C vì chữ 「説明」 đọc là 'せつめい'.",
68,Từ nào dưới đây có nghĩa là: 「Nhớ ra」?,説明会,計算,工場,思い出します,D,A: 説明会 (せつめいかい - Buổi hướng dẫn / giải thích) | B: 計算 (けいさん - Tính toán) | C: 工場 (こうじょう - Nhà máy) | D: 思い出します (おもいだします - Nhớ ra). => Đáp án đúng là D vì 'Nhớ ra' tiếng Nhật là 「思い出します」.,
69,Cách đọc của chữ 「女性」 là gì?,とけい,じょせい,ちかてつ,あんしんします,B,"A: とけい (Đồng hồ) | B: じょせい (Nữ giới, phụ nữ) | C: ちかてつ (Tàu điện ngầm) | D: あんしんします (Yên tâm, an tâm). => Đáp án đúng là B vì chữ 「女性」 đọc là 'じょせい'.",
70,Từ 「こうじ」 được viết bằng chữ Kanji nào?,工事,心配します,計算,男性,A,"A: 工事 (こうじ - Thi công, công trình) | B: 心配します (しんぱいします - Lo lắng) | C: 計算 (けいさん - Tính toán) | D: 男性 (だんせい - Nam giới, đàn ông). => Đáp án đúng là A vì từ 'こうじ' được viết là 「工事」.",
71,Cách đọc của chữ 「地震」 là gì?,ふしぎ,じしん,いけ,けいさん,B,"A: ふしぎ (Kì lạ, khó hiểu) | B: じしん (Động đất) | C: いけ (Ao) | D: けいさん (Tính toán). => Đáp án đúng là B vì chữ 「地震」 đọc là 'じしん'.",
72,Từ nào dưới đây có nghĩa là: 「Cục pin」?,思い出します,時計,電池,空気,C,A: 思い出します (おもいだします - Nhớ ra) | B: 時計 (とけい - Đồng hồ) | C: 電池 (でんち - Cục pin) | D: 空気 (くうき - Không khí). => Đáp án đúng là C vì 'Cục pin' tiếng Nhật là 「電池」.,
73,Từ nào dưới đây có nghĩa là: 「Tiểu thuyết」?,空港,小説,説明書,工事,B,"A: 空港 (くうこう - Sân bay) | B: 小説 (しょうせつ - Tiểu thuyết) | C: 説明書 (せつめいしょ - Sách hướng dẫn) | D: 工事 (こうじ - Thi công, công trình). => Đáp án đúng là B vì 'Tiểu thuyết' tiếng Nhật là 「小説」.",
74,Từ 「うでどけい」 được viết bằng chữ Kanji nào?,男性,計算,腕時計,小説,C,"A: 男性 (だんせい - Nam giới, đàn ông) | B: 計算 (けいさん - Tính toán) | C: 腕時計 (うでどけい - Đồng hồ đeo tay) | D: 小説 (しょうせつ - Tiểu thuyết). => Đáp án đúng là C vì từ 'うでどけい' được viết là 「腕時計」.",
75,Từ 「ふしぎ」 được viết bằng chữ Kanji nào?,不思議,性格,試験,男性,A,"A: 不思議 (ふしぎ - Kì lạ, khó hiểu) | B: 性格 (せいかく - Tính cách) | C: 試験 (しけん - Kỳ thi) | D: 男性 (だんせい - Nam giới, đàn ông). => Đáp án đúng là A vì từ 'ふしぎ' được viết là 「不思議」.",
76,Từ 「だんせい」 được viết bằng chữ Kanji nào?,計算,男性,地下鉄,試着します,B,"A: 計算 (けいさん - Tính toán) | B: 男性 (だんせい - Nam giới, đàn ông) | C: 地下鉄 (ちかてつ - Tàu điện ngầm) | D: 試着します (しちゃくします - Mặc thử). => Đáp án đúng là B vì từ 'だんせい' được viết là 「男性」.",
77,Từ 「けいかく」 được viết bằng chữ Kanji nào?,思います,説明会,計画,思い出します,C,"A: 思います (おもいます - Nghĩ, cảm thấy) | B: 説明会 (せつめいかい - Buổi hướng dẫn / giải thích) | C: 計画 (けいかく - Kế hoạch) | D: 思い出します (おもいだします - Nhớ ra). => Đáp án đúng là C vì từ 'けいかく' được viết là 「計画」.",
78,Từ 「じょせい」 được viết bằng chữ Kanji nào?,試験,電池,池,女性,D,"A: 試験 (しけん - Kỳ thi) | B: 電池 (でんち - Cục pin) | C: 池 (いけ - Ao) | D: 女性 (じょせい - Nữ giới, phụ nữ). => Đáp án đúng là D vì từ 'じょせい' được viết là 「女性」.",
79,Từ 「しちゃくします」 được viết bằng chữ Kanji nào?,不思議,試合,工場,試着します,D,"A: 不思議 (ふしぎ - Kì lạ, khó hiểu) | B: 試合 (しあい - Trận thi đấu) | C: 工場 (こうじょう - Nhà máy) | D: 試着します (しちゃくします - Mặc thử). => Đáp án đúng là D vì từ 'しちゃくします' được viết là 「試着します」.",
80,Từ 「あんしんします」 được viết bằng chữ Kanji nào?,安心します,計算,時計,地図,A,"A: 安心します (あんしんします - Yên tâm, an tâm) | B: 計算 (けいさん - Tính toán) | C: 時計 (とけい - Đồng hồ) | D: 地図 (ちず - Bản đồ). => Đáp án đúng là A vì từ 'あんしんします' được viết là 「安心します」.",
81,Cách đọc của chữ 「空」 là gì?,そら,けいさん,じょせい,くうき,A,"A: そら (Bầu trời) | B: けいさん (Tính toán) | C: じょせい (Nữ giới, phụ nữ) | D: くうき (Không khí). => Đáp án đúng là A vì chữ 「空」 đọc là 'そら'.",
82,Từ nào dưới đây có nghĩa là: 「Ao」?,電池,池,地図,地面,B,A: 電池 (でんち - Cục pin) | B: 池 (いけ - Ao) | C: 地図 (ちず - Bản đồ) | D: 地面 (じめん - Mặt đất). => Đáp án đúng là B vì 'Ao' tiếng Nhật là 「池」.,
83,Cách đọc của chữ 「工事」 là gì?,けいさん,こうじ,おもいだします,いけ,B,"A: けいさん (Tính toán) | B: こうじ (Thi công, công trình) | C: おもいだします (Nhớ ra) | D: いけ (Ao). => Đáp án đúng là B vì chữ 「工事」 đọc là 'こうじ'.",
