ID,Câu hỏi,Đáp án A,Đáp án B,Đáp án C,Đáp án D,Đáp án đúng,Giải thích,Ví dụ
11,Từ 「つよい」 được viết bằng chữ Kanji nào?,勉強します,勉強,茶色,強い,D,A: 勉強します (べんきょうします - Học) | B: 勉強 (べんきょう - Học tập) | C: 茶色 (ちゃいろ - Màu nâu) | D: 強い (つよい - Mạnh). => Đáp án đúng là D vì từ 'つよい' được viết là 「強い」.,
12,Từ 「かぜ」 được viết bằng chữ Kanji nào?,虫,風邪,毎晩,出発,B,"A: 虫 (むし - Côn trùng, con sâu) | B: 風邪 (かぜ - Cảm cúm) | C: 毎晩 (まいばん - Hàng tối, mỗi tối) | D: 出発 (しゅっぱつ - Xuất phát). => Đáp án đúng là B vì từ 'かぜ' được viết là 「風邪」.",
13,Từ 「かんじ」 được viết bằng chữ Kanji nào?,発明,漢字,台風,発音,B,A: 発明 (はつめい - Phát minh) | B: 漢字 (かんじ - Chữ Hán) | C: 台風 (たいふう - Bão) | D: 発音 (はつおん - Phát âm). => Đáp án đúng là B vì từ 'かんじ' được viết là 「漢字」.,
14,Cách đọc của chữ 「発音」 là gì?,まいばん,けしき,はつおん,きめます,C,"A: まいばん (Hàng tối, mỗi tối) | B: けしき (Phong cảnh) | C: はつおん (Phát âm) | D: きめます (Quyết định (cái gì đó)). => Đáp án đúng là C vì chữ 「発音」 đọc là 'はつおん'.",
15,Cách đọc của chữ 「茶色」 là gì?,つよい,べんきょう,ちゃいろ,まいばん,C,"A: つよい (Mạnh) | B: べんきょう (Học tập) | C: ちゃいろ (Màu nâu) | D: まいばん (Hàng tối, mỗi tối). => Đáp án đúng là C vì chữ 「茶色」 đọc là 'ちゃいろ'.",
16,Cách đọc của chữ 「決まります」 là gì?,きまります,べんきょうします,かぜ,ばんごはん,A,A: きまります ((cái gì đó) Được quyết định) | B: べんきょうします (Học) | C: かぜ (Cảm cúm) | D: ばんごはん (Cơm tối). => Đáp án đúng là A vì chữ 「決まります」 đọc là 'きまります'.,
17,Cách đọc của chữ 「色んな」 là gì?,かんじ,いろんな,きめます,べんきょうします,B,A: かんじ (Chữ Hán) | B: いろんな (Nhiều (loại)) | C: きめます (Quyết định (cái gì đó)) | D: べんきょうします (Học). => Đáp án đúng là B vì chữ 「色んな」 đọc là 'いろんな'.,
18,Từ nào dưới đây có nghĩa là: 「Nhiều (loại)」?,毎晩,色んな,晩ご飯,虫,B,"A: 毎晩 (まいばん - Hàng tối, mỗi tối) | B: 色んな (いろんな - Nhiều (loại)) | C: 晩ご飯 (ばんごはん - Cơm tối) | D: 虫 (むし - Côn trùng, con sâu). => Đáp án đúng là B vì 'Nhiều (loại)' tiếng Nhật là 「色んな」.",
19,Từ nào dưới đây có nghĩa là: 「Quyết định (cái gì đó)」?,決めます,発明,虫,台風,A,"A: 決めます (きめます - Quyết định (cái gì đó)) | B: 発明 (はつめい - Phát minh) | C: 虫 (むし - Côn trùng, con sâu) | D: 台風 (たいふう - Bão). => Đáp án đúng là A vì 'Quyết định (cái gì đó)' tiếng Nhật là 「決めます」.",
20,Từ nào dưới đây có nghĩa là: 「Chữ Hán」?,色,漢字,勉強します,晩ご飯,B,A: 色 (いろ - Màu sắc) | B: 漢字 (かんじ - Chữ Hán) | C: 勉強します (べんきょうします - Học) | D: 晩ご飯 (ばんごはん - Cơm tối). => Đáp án đúng là B vì 'Chữ Hán' tiếng Nhật là 「漢字」.,
21,Từ nào dưới đây có nghĩa là: 「Gió」?,発見,虫,勉強します,風,D,"A: 発見 (はっけん - Phát kiến, phát hiện) | B: 虫 (むし - Côn trùng, con sâu) | C: 勉強します (べんきょうします - Học) | D: 風 (かぜ - Gió). => Đáp án đúng là D vì 'Gió' tiếng Nhật là 「風」.",
22,Từ 「はつばい」 được viết bằng chữ Kanji nào?,景色,強い,発売,発見,C,"A: 景色 (けしき - Phong cảnh) | B: 強い (つよい - Mạnh) | C: 発売 (はつばい - Mở bán) | D: 発見 (はっけん - Phát kiến, phát hiện). => Đáp án đúng là C vì từ 'はつばい' được viết là 「発売」.",
23,Cách đọc của chữ 「発明」 là gì?,まいばん,しゅっぱつ,べんきょうします,はつめい,D,"A: まいばん (Hàng tối, mỗi tối) | B: しゅっぱつ (Xuất phát) | C: べんきょうします (Học) | D: はつめい (Phát minh). => Đáp án đúng là D vì chữ 「発明」 đọc là 'はつめい'.",
24,Cách đọc của chữ 「勉強」 là gì?,つよい,ばんごはん,べんきょう,きめます,C,A: つよい (Mạnh) | B: ばんごはん (Cơm tối) | C: べんきょう (Học tập) | D: きめます (Quyết định (cái gì đó)). => Đáp án đúng là C vì chữ 「勉強」 đọc là 'べんきょう'.,
25,Cách đọc của chữ 「強い」 là gì?,ちゃいろ,かぜ,はつおん,つよい,D,A: ちゃいろ (Màu nâu) | B: かぜ (Gió) | C: はつおん (Phát âm) | D: つよい (Mạnh). => Đáp án đúng là D vì chữ 「強い」 đọc là 'つよい'.,
26,Từ nào dưới đây có nghĩa là: 「Tối nay」?,発見,今晩,発明,台風,B,"A: 発見 (はっけん - Phát kiến, phát hiện) | B: 今晩 (こんばん - Tối nay) | C: 発明 (はつめい - Phát minh) | D: 台風 (たいふう - Bão). => Đáp án đúng là B vì 'Tối nay' tiếng Nhật là 「今晩」.",
27,Cách đọc của chữ 「発見」 là gì?,かぜ,はつばい,いろ,はっけん,D,"A: かぜ (Cảm cúm) | B: はつばい (Mở bán) | C: いろ (Màu sắc) | D: はっけん (Phát kiến, phát hiện). => Đáp án đúng là D vì chữ 「発見」 đọc là 'はっけん'.",
28,Từ nào dưới đây có nghĩa là: 「(cái gì đó) Được quyết định」?,発見,決まります,毎晩,石油,B,"A: 発見 (はっけん - Phát kiến, phát hiện) | B: 決まります (きまります - (cái gì đó) Được quyết định) | C: 毎晩 (まいばん - Hàng tối, mỗi tối) | D: 石油 (せきゆ - Dầu mỏ). => Đáp án đúng là B vì '(cái gì đó) Được quyết định' tiếng Nhật là 「決まります」.",
29,Cách đọc của chữ 「黄色い」 là gì?,たいふう,かんじ,べんきょう,きいろい,D,A: たいふう (Bão) | B: かんじ (Chữ Hán) | C: べんきょう (Học tập) | D: きいろい (Vàng). => Đáp án đúng là D vì chữ 「黄色い」 đọc là 'きいろい'.,
30,Cách đọc của chữ 「景色」 là gì?,はつめい,けしき,ちゃいろ,いろんな,B,A: はつめい (Phát minh) | B: けしき (Phong cảnh) | C: ちゃいろ (Màu nâu) | D: いろんな (Nhiều (loại)). => Đáp án đúng là B vì chữ 「景色」 đọc là 'けしき'.,
31,Từ 「きいろい」 được viết bằng chữ Kanji nào?,勉強,台風,黄色い,晩ご飯,C,A: 勉強 (べんきょう - Học tập) | B: 台風 (たいふう - Bão) | C: 黄色い (きいろい - Vàng) | D: 晩ご飯 (ばんごはん - Cơm tối). => Đáp án đúng là C vì từ 'きいろい' được viết là 「黄色い」.,
32,Từ nào dưới đây có nghĩa là: 「Học」?,晩ご飯,勉強します,色んな,色,B,A: 晩ご飯 (ばんごはん - Cơm tối) | B: 勉強します (べんきょうします - Học) | C: 色んな (いろんな - Nhiều (loại)) | D: 色 (いろ - Màu sắc). => Đáp án đúng là B vì 'Học' tiếng Nhật là 「勉強します」.,
33,Từ nào dưới đây có nghĩa là: 「Phát minh」?,茶色,発明,漢字,黄色,B,A: 茶色 (ちゃいろ - Màu nâu) | B: 発明 (はつめい - Phát minh) | C: 漢字 (かんじ - Chữ Hán) | D: 黄色 (きいろ - Màu vàng). => Đáp án đúng là B vì 'Phát minh' tiếng Nhật là 「発明」.,
34,"Từ nào dưới đây có nghĩa là: 「Phát kiến, phát hiện」?",発明,発売,発見,風邪,C,"A: 発明 (はつめい - Phát minh) | B: 発売 (はつばい - Mở bán) | C: 発見 (はっけん - Phát kiến, phát hiện) | D: 風邪 (かぜ - Cảm cúm). => Đáp án đúng là C vì 'Phát kiến, phát hiện' tiếng Nhật là 「発見」.",
35,Từ 「せきゆ」 được viết bằng chữ Kanji nào?,石油,黄色,風邪,決まります,A,A: 石油 (せきゆ - Dầu mỏ) | B: 黄色 (きいろ - Màu vàng) | C: 風邪 (かぜ - Cảm cúm) | D: 決まります (きまります - (cái gì đó) Được quyết định). => Đáp án đúng là A vì từ 'せきゆ' được viết là 「石油」.,
36,Từ nào dưới đây có nghĩa là: 「Màu vàng」?,台風,発見,黄色,毎晩,C,"A: 台風 (たいふう - Bão) | B: 発見 (はっけん - Phát kiến, phát hiện) | C: 黄色 (きいろ - Màu vàng) | D: 毎晩 (まいばん - Hàng tối, mỗi tối). => Đáp án đúng là C vì 'Màu vàng' tiếng Nhật là 「黄色」.",
37,"Từ nào dưới đây có nghĩa là: 「Hàng tối, mỗi tối」?",毎晩,色,今晩,決まります,A,"A: 毎晩 (まいばん - Hàng tối, mỗi tối) | B: 色 (いろ - Màu sắc) | C: 今晩 (こんばん - Tối nay) | D: 決まります (きまります - (cái gì đó) Được quyết định). => Đáp án đúng là A vì 'Hàng tối, mỗi tối' tiếng Nhật là 「毎晩」.",
38,Từ 「いろ」 được viết bằng chữ Kanji nào?,色,晩ご飯,毎晩,風,A,"A: 色 (いろ - Màu sắc) | B: 晩ご飯 (ばんごはん - Cơm tối) | C: 毎晩 (まいばん - Hàng tối, mỗi tối) | D: 風 (かぜ - Gió). => Đáp án đúng là A vì từ 'いろ' được viết là 「色」.",
39,Từ nào dưới đây có nghĩa là: 「Phong cảnh」?,景色,風,発明,風邪,A,A: 景色 (けしき - Phong cảnh) | B: 風 (かぜ - Gió) | C: 発明 (はつめい - Phát minh) | D: 風邪 (かぜ - Cảm cúm). => Đáp án đúng là A vì 'Phong cảnh' tiếng Nhật là 「景色」.,
40,Từ nào dưới đây có nghĩa là: 「Dầu」?,茶色,油,発音,発見,B,"A: 茶色 (ちゃいろ - Màu nâu) | B: 油 (あぶら - Dầu) | C: 発音 (はつおん - Phát âm) | D: 発見 (はっけん - Phát kiến, phát hiện). => Đáp án đúng là B vì 'Dầu' tiếng Nhật là 「油」.",
41,Từ nào dưới đây có nghĩa là: 「Phát âm」?,発音,景色,決まります,勉強,A,A: 発音 (はつおん - Phát âm) | B: 景色 (けしき - Phong cảnh) | C: 決まります (きまります - (cái gì đó) Được quyết định) | D: 勉強 (べんきょう - Học tập). => Đáp án đúng là A vì 'Phát âm' tiếng Nhật là 「発音」.,
42,Từ nào dưới đây có nghĩa là: 「Bão」?,風,晩ご飯,台風,今晩,C,A: 風 (かぜ - Gió) | B: 晩ご飯 (ばんごはん - Cơm tối) | C: 台風 (たいふう - Bão) | D: 今晩 (こんばん - Tối nay). => Đáp án đúng là C vì 'Bão' tiếng Nhật là 「台風」.,
43,Cách đọc của chữ 「風」 là gì?,しゅっぱつ,かぜ,せきゆ,はつばい,B,A: しゅっぱつ (Xuất phát) | B: かぜ (Gió) | C: せきゆ (Dầu mỏ) | D: はつばい (Mở bán). => Đáp án đúng là B vì chữ 「風」 đọc là 'かぜ'.,
44,Từ 「はつめい」 được viết bằng chữ Kanji nào?,毎晩,台風,発明,今晩,C,"A: 毎晩 (まいばん - Hàng tối, mỗi tối) | B: 台風 (たいふう - Bão) | C: 発明 (はつめい - Phát minh) | D: 今晩 (こんばん - Tối nay). => Đáp án đúng là C vì từ 'はつめい' được viết là 「発明」.",
45,Cách đọc của chữ 「今晩」 là gì?,つよい,こんばん,けしき,はっけん,B,"A: つよい (Mạnh) | B: こんばん (Tối nay) | C: けしき (Phong cảnh) | D: はっけん (Phát kiến, phát hiện). => Đáp án đúng là B vì chữ 「今晩」 đọc là 'こんばん'.",
46,Từ nào dưới đây có nghĩa là: 「Màu sắc」?,景色,色,台風,決まります,B,A: 景色 (けしき - Phong cảnh) | B: 色 (いろ - Màu sắc) | C: 台風 (たいふう - Bão) | D: 決まります (きまります - (cái gì đó) Được quyết định). => Đáp án đúng là B vì 'Màu sắc' tiếng Nhật là 「色」.,
47,Từ nào dưới đây có nghĩa là: 「Cảm cúm」?,漢字,風邪,出発,茶色,B,A: 漢字 (かんじ - Chữ Hán) | B: 風邪 (かぜ - Cảm cúm) | C: 出発 (しゅっぱつ - Xuất phát) | D: 茶色 (ちゃいろ - Màu nâu). => Đáp án đúng là B vì 'Cảm cúm' tiếng Nhật là 「風邪」.,
48,Từ 「はつおん」 được viết bằng chữ Kanji nào?,出発,発音,風,虫,B,"A: 出発 (しゅっぱつ - Xuất phát) | B: 発音 (はつおん - Phát âm) | C: 風 (かぜ - Gió) | D: 虫 (むし - Côn trùng, con sâu). => Đáp án đúng là B vì từ 'はつおん' được viết là 「発音」.",
49,Cách đọc của chữ 「発売」 là gì?,つよい,いろんな,はつばい,ばんごはん,C,A: つよい (Mạnh) | B: いろんな (Nhiều (loại)) | C: はつばい (Mở bán) | D: ばんごはん (Cơm tối). => Đáp án đúng là C vì chữ 「発売」 đọc là 'はつばい'.,
50,Từ nào dưới đây có nghĩa là: 「Mạnh」?,台風,強い,風邪,油,B,A: 台風 (たいふう - Bão) | B: 強い (つよい - Mạnh) | C: 風邪 (かぜ - Cảm cúm) | D: 油 (あぶら - Dầu). => Đáp án đúng là B vì 'Mạnh' tiếng Nhật là 「強い」.,
51,Từ 「はっけん」 được viết bằng chữ Kanji nào?,色んな,発見,虫,勉強します,B,"A: 色んな (いろんな - Nhiều (loại)) | B: 発見 (はっけん - Phát kiến, phát hiện) | C: 虫 (むし - Côn trùng, con sâu) | D: 勉強します (べんきょうします - Học). => Đáp án đúng là B vì từ 'はっけん' được viết là 「発見」.",
52,Từ nào dưới đây có nghĩa là: 「Mở bán」?,発音,決まります,発売,風邪,C,A: 発音 (はつおん - Phát âm) | B: 決まります (きまります - (cái gì đó) Được quyết định) | C: 発売 (はつばい - Mở bán) | D: 風邪 (かぜ - Cảm cúm). => Đáp án đúng là C vì 'Mở bán' tiếng Nhật là 「発売」.,
53,Từ 「いろんな」 được viết bằng chữ Kanji nào?,勉強します,強い,発見,色んな,D,"A: 勉強します (べんきょうします - Học) | B: 強い (つよい - Mạnh) | C: 発見 (はっけん - Phát kiến, phát hiện) | D: 色んな (いろんな - Nhiều (loại)). => Đáp án đúng là D vì từ 'いろんな' được viết là 「色んな」.",
54,Cách đọc của chữ 「油」 là gì?,かんじ,あぶら,かぜ,むし,B,"A: かんじ (Chữ Hán) | B: あぶら (Dầu) | C: かぜ (Cảm cúm) | D: むし (Côn trùng, con sâu). => Đáp án đúng là B vì chữ 「油」 đọc là 'あぶら'.",
55,Cách đọc của chữ 「黄色」 là gì?,しゅっぱつ,こんばん,きいろ,きまります,C,A: しゅっぱつ (Xuất phát) | B: こんばん (Tối nay) | C: きいろ (Màu vàng) | D: きまります ((cái gì đó) Được quyết định). => Đáp án đúng là C vì chữ 「黄色」 đọc là 'きいろ'.,
56,Từ 「きまります」 được viết bằng chữ Kanji nào?,晩ご飯,勉強,決まります,黄色,C,A: 晩ご飯 (ばんごはん - Cơm tối) | B: 勉強 (べんきょう - Học tập) | C: 決まります (きまります - (cái gì đó) Được quyết định) | D: 黄色 (きいろ - Màu vàng). => Đáp án đúng là C vì từ 'きまります' được viết là 「決まります」.,
57,Từ 「むし」 được viết bằng chữ Kanji nào?,黄色,虫,石油,出発,B,"A: 黄色 (きいろ - Màu vàng) | B: 虫 (むし - Côn trùng, con sâu) | C: 石油 (せきゆ - Dầu mỏ) | D: 出発 (しゅっぱつ - Xuất phát). => Đáp án đúng là B vì từ 'むし' được viết là 「虫」.",
58,Từ 「ちゃいろ」 được viết bằng chữ Kanji nào?,油,茶色,毎晩,勉強します,B,"A: 油 (あぶら - Dầu) | B: 茶色 (ちゃいろ - Màu nâu) | C: 毎晩 (まいばん - Hàng tối, mỗi tối) | D: 勉強します (べんきょうします - Học). => Đáp án đúng là B vì từ 'ちゃいろ' được viết là 「茶色」.",
59,Từ 「たいふう」 được viết bằng chữ Kanji nào?,晩ご飯,黄色い,台風,漢字,C,A: 晩ご飯 (ばんごはん - Cơm tối) | B: 黄色い (きいろい - Vàng) | C: 台風 (たいふう - Bão) | D: 漢字 (かんじ - Chữ Hán). => Đáp án đúng là C vì từ 'たいふう' được viết là 「台風」.,
60,Từ 「あぶら」 được viết bằng chữ Kanji nào?,景色,発売,油,台風,C,A: 景色 (けしき - Phong cảnh) | B: 発売 (はつばい - Mở bán) | C: 油 (あぶら - Dầu) | D: 台風 (たいふう - Bão). => Đáp án đúng là C vì từ 'あぶら' được viết là 「油」.,
61,Cách đọc của chữ 「色」 là gì?,べんきょうします,いろ,まいばん,いろんな,B,"A: べんきょうします (Học) | B: いろ (Màu sắc) | C: まいばん (Hàng tối, mỗi tối) | D: いろんな (Nhiều (loại)). => Đáp án đúng là B vì chữ 「色」 đọc là 'いろ'.",
62,Cách đọc của chữ 「漢字」 là gì?,かんじ,まいばん,つよい,かぜ,A,"A: かんじ (Chữ Hán) | B: まいばん (Hàng tối, mỗi tối) | C: つよい (Mạnh) | D: かぜ (Cảm cúm). => Đáp án đúng là A vì chữ 「漢字」 đọc là 'かんじ'.",
63,Cách đọc của chữ 「勉強します」 là gì?,べんきょうします,けしき,きまります,こんばん,A,A: べんきょうします (Học) | B: けしき (Phong cảnh) | C: きまります ((cái gì đó) Được quyết định) | D: こんばん (Tối nay). => Đáp án đúng là A vì chữ 「勉強します」 đọc là 'べんきょうします'.,
64,Từ 「こんばん」 được viết bằng chữ Kanji nào?,黄色い,出発,油,今晩,D,A: 黄色い (きいろい - Vàng) | B: 出発 (しゅっぱつ - Xuất phát) | C: 油 (あぶら - Dầu) | D: 今晩 (こんばん - Tối nay). => Đáp án đúng là D vì từ 'こんばん' được viết là 「今晩」.,
65,Từ 「べんきょう」 được viết bằng chữ Kanji nào?,勉強,台風,油,色んな,A,A: 勉強 (べんきょう - Học tập) | B: 台風 (たいふう - Bão) | C: 油 (あぶら - Dầu) | D: 色んな (いろんな - Nhiều (loại)). => Đáp án đúng là A vì từ 'べんきょう' được viết là 「勉強」.,
66,Từ nào dưới đây có nghĩa là: 「Xuất phát」?,景色,晩ご飯,出発,台風,C,A: 景色 (けしき - Phong cảnh) | B: 晩ご飯 (ばんごはん - Cơm tối) | C: 出発 (しゅっぱつ - Xuất phát) | D: 台風 (たいふう - Bão). => Đáp án đúng là C vì 'Xuất phát' tiếng Nhật là 「出発」.,
67,Từ nào dưới đây có nghĩa là: 「Học tập」?,毎晩,勉強,景色,今晩,B,"A: 毎晩 (まいばん - Hàng tối, mỗi tối) | B: 勉強 (べんきょう - Học tập) | C: 景色 (けしき - Phong cảnh) | D: 今晩 (こんばん - Tối nay). => Đáp án đúng là B vì 'Học tập' tiếng Nhật là 「勉強」.",
68,Cách đọc của chữ 「出発」 là gì?,いろんな,しゅっぱつ,ばんごはん,かぜ,B,A: いろんな (Nhiều (loại)) | B: しゅっぱつ (Xuất phát) | C: ばんごはん (Cơm tối) | D: かぜ (Gió). => Đáp án đúng là B vì chữ 「出発」 đọc là 'しゅっぱつ'.,
69,Từ 「ばんごはん」 được viết bằng chữ Kanji nào?,台風,今晩,黄色,晩ご飯,D,A: 台風 (たいふう - Bão) | B: 今晩 (こんばん - Tối nay) | C: 黄色 (きいろ - Màu vàng) | D: 晩ご飯 (ばんごはん - Cơm tối). => Đáp án đúng là D vì từ 'ばんごはん' được viết là 「晩ご飯」.,
70,Từ 「しゅっぱつ」 được viết bằng chữ Kanji nào?,勉強します,発見,石油,出発,D,"A: 勉強します (べんきょうします - Học) | B: 発見 (はっけん - Phát kiến, phát hiện) | C: 石油 (せきゆ - Dầu mỏ) | D: 出発 (しゅっぱつ - Xuất phát). => Đáp án đúng là D vì từ 'しゅっぱつ' được viết là 「出発」.",
71,Từ nào dưới đây có nghĩa là: 「Màu nâu」?,発音,黄色,茶色,色んな,C,A: 発音 (はつおん - Phát âm) | B: 黄色 (きいろ - Màu vàng) | C: 茶色 (ちゃいろ - Màu nâu) | D: 色んな (いろんな - Nhiều (loại)). => Đáp án đúng là C vì 'Màu nâu' tiếng Nhật là 「茶色」.,
72,Từ 「べんきょうします」 được viết bằng chữ Kanji nào?,今晩,決めます,色んな,勉強します,D,A: 今晩 (こんばん - Tối nay) | B: 決めます (きめます - Quyết định (cái gì đó)) | C: 色んな (いろんな - Nhiều (loại)) | D: 勉強します (べんきょうします - Học). => Đáp án đúng là D vì từ 'べんきょうします' được viết là 「勉強します」.,
73,Từ nào dưới đây có nghĩa là: 「Vàng」?,景色,黄色い,決まります,発音,B,A: 景色 (けしき - Phong cảnh) | B: 黄色い (きいろい - Vàng) | C: 決まります (きまります - (cái gì đó) Được quyết định) | D: 発音 (はつおん - Phát âm). => Đáp án đúng là B vì 'Vàng' tiếng Nhật là 「黄色い」.,
74,Cách đọc của chữ 「台風」 là gì?,はつおん,けしき,たいふう,ばんごはん,C,A: はつおん (Phát âm) | B: けしき (Phong cảnh) | C: たいふう (Bão) | D: ばんごはん (Cơm tối). => Đáp án đúng là C vì chữ 「台風」 đọc là 'たいふう'.,
75,"Từ nào dưới đây có nghĩa là: 「Côn trùng, con sâu」?",油,虫,漢字,黄色い,B,"A: 油 (あぶら - Dầu) | B: 虫 (むし - Côn trùng, con sâu) | C: 漢字 (かんじ - Chữ Hán) | D: 黄色い (きいろい - Vàng). => Đáp án đúng là B vì 'Côn trùng, con sâu' tiếng Nhật là 「虫」.",
76,Từ 「かぜ」 được viết bằng chữ Kanji nào?,石油,風,発明,出発,B,A: 石油 (せきゆ - Dầu mỏ) | B: 風 (かぜ - Gió) | C: 発明 (はつめい - Phát minh) | D: 出発 (しゅっぱつ - Xuất phát). => Đáp án đúng là B vì từ 'かぜ' được viết là 「風」.,
77,Cách đọc của chữ 「晩ご飯」 là gì?,はつめい,いろんな,ばんごはん,あぶら,C,A: はつめい (Phát minh) | B: いろんな (Nhiều (loại)) | C: ばんごはん (Cơm tối) | D: あぶら (Dầu). => Đáp án đúng là C vì chữ 「晩ご飯」 đọc là 'ばんごはん'.,
78,Cách đọc của chữ 「決めます」 là gì?,ちゃいろ,あぶら,まいばん,きめます,D,"A: ちゃいろ (Màu nâu) | B: あぶら (Dầu) | C: まいばん (Hàng tối, mỗi tối) | D: きめます (Quyết định (cái gì đó)). => Đáp án đúng là D vì chữ 「決めます」 đọc là 'きめます'.",
